uwwState,rptMStateKey,uwwCode,uwwName,uwwLatitude,uwwLongitude,uwwLoadEnteringUWWTP,uwwCapacity,version,year
active,UK,UKSC_TP00067,EAGLESHAM  S.T.W.,55.7516,-4.26373,3800,5040,7,2016
active,UK,UKSC_TP00066,DUNS WWTW,55.77168,-2.32372,6849,8201,7,2016
active,UK,UKSC_TP00065,DUNOON WwTW,55.92864,-4.93814,10972,14465,7,2016
active,UK,UKSC_TP00064,DUNNSWOOD S.T.W.,55.97249,-3.95373,30493,40000,7,2016
active,UK,UKSC_TP00063,DUNFERMLINE STW,56.01984,-3.41065,81267,111250,7,2016
active,UK,UKSC_TP00062,DUNBLANE WWTW,56.1824,-3.96449,9131,10750,7,2016
active,UK,UKSC_TP00061,DRONGAN S.T.W.,55.43646,-4.48552,3666,5000,7,2016
active,UK,UKSC_TP00060,DOUGLAS S.T.W.,55.55976,-3.84749,1826,2352,7,2016
active,UK,UKSC_TP00059,DORNOCH WWTP,57.86764,-4.02817,3302,7550,7,2016
active,UK,UKSC_TP00058,DOLLAR WWTW,56.16065,-3.68774,2728,4000,7,2016
active,UK,UKSC_TP00057,DINGWALL WWTP,57.59349,-4.41118,8042,8000,7,2016
active,UK,UKSC_TP00056,DENNY WWTW,56.02457,-3.89466,12115,15000,7,2016
active,UK,UKSC_TP00054,DALSCONE S.T.W.  (OLD),55.0884,-3.59672,3687,6173,7,2016
active,UK,UKSC_TP00053,DALSCONE S.T.W. (NEW),55.08829,-3.59719,2326,3893,7,2016
active,UK,UKSC_TP00052,DALMUIR PFI - DALMUIR WWTW,55.90828,-4.44085,559222,593802,7,2016
active,UK,UKSC_TP00051,DALMELLINGTON S.T.W.,55.31578,-4.40282,3909,6000,7,2016
active,UK,UKSC_TP00050,DALMARNOCK S.T.W.,55.83499,-4.22094,243244,330000,7,2016
active,UK,UKSC_TP00049,DALDOWIE S.T.W.,55.83379,-4.1219,272164,250000,7,2016
active,UK,UKSC_TP00048,DALDERSE WWTW,56.02001,-3.76062,96381,120000,7,2016
active,UK,UKSC_TP00047,DALBEATTIE S.T.W.,54.92162,-3.82186,4616,5031,7,2016
active,UK,UKSC_TP00046,CUPAR WWTW,56.32225,-2.99086,15613,15000,7,2016
active,UK,UKSC_TP00045,CRIEFF WWTP,56.35936,-3.84552,9316,10700,7,2016
active,UK,UKSC_TP00044,COYLTON S.T.W.  (JOPPA S.T.W.),55.44791,-4.5308,2552,7000,7,2016
active,UK,UKSC_TP00043,"COWIE WWTW, STIRLING",56.08768,-3.85113,2468,3300,7,2016
active,UK,UKSC_TP00042,COURSINGTON S.T.W.,55.79773,-3.98458,7363,14500,7,2016
active,UK,UKSC_TP00041,COUPAR ANGUS WWTP,56.54741,-3.28102,14573,14415,7,2016
active,UK,UKSC_TP00040,CORPACH WWTW,56.84215,-5.13621,9848,2100,7,2016
active,UK,UKSC_TP00039,CONON BRIDGE WWTP,57.57271,-4.42613,2592,4000,7,2016
active,UK,UKSC_TP00038,COMRIE WWTP,56.37077,-3.9638,2247,2900,7,2016
active,UK,UKSC_TP00037,CATRINEHOLM S.T.W.,55.50405,-4.34236,2461,2500,7,2016
active,UK,UKSC_TP00035,CARSTAIRS JUNCTION S.T.W.,55.68794,-3.65348,2917,4400,7,2016
active,UK,UKSC_TP00034,CARBARNS S.T.W.,55.76281,-3.95947,49335,54035,7,2016
active,UK,UKSC_TP00033,CALLANDER WWTW,56.2374,-4.19897,4141,4500,7,2016
active,UK,UKSC_TP00031,BRECHIN WWTP,56.72227,-2.6249,12107,11800,7,2016
active,UK,UKSC_TP00030,BOWHOUSE WWTW,56.27019,-3.17167,5731,7833,7,2016
active,UK,UKSC_TP00029,BOTHWELLBANK S.T.W.,55.79802,-4.0806,24013,28000,7,2016
active,UK,UKSC_TP00028,BONNYBRIDGE WWTW,56.0085,-3.8688,15188,17000,7,2016
active,UK,UKSC_TP00027,BO'NESS WWTW,56.01461,-3.56968,16019,20500,7,2016
active,UK,UKSC_TP00026,BLAIRGOWRIE WWTP,56.58546,-3.31434,10016,8000,7,2016
active,UK,UKSC_TP00025,BLAIR ATHOLL WWTP,56.76257,-3.83159,1018,3600,7,2016
active,UK,UKSC_TP00024,BLACKWOOD S.T.W.,55.66753,-3.903,4105,4071,7,2016
active,UK,UKSC_TP00023,BLACKBURN WWTW,55.87161,-3.59106,25331,20100,7,2016
active,UK,UKSC_TP00022,BIGGAR S.T.W.,55.61591,-3.51122,3269,3700,7,2016
active,UK,UKSC_TP00021,BATHGATE WWTW,55.9159,-3.66315,15125,14500,7,2016
active,UK,UKSC_TP00020,BANFF MACDUFF WWTW - MORAY PFI,57.6724,-2.47712,12857,16017,7,2016
active,UK,UKSC_TP00018,BALLATER STW,57.05663,-3.0232,3983,3030,7,2016
active,UK,UKSC_TP00017,BALFRON WWTW,56.06577,-4.33409,1743,2200,7,2016
active,UK,UKSC_TP00016,AVIEMORE STW,57.20974,-3.81649,7005,11250,7,2016
active,UK,UKSC_TP00015,AUCHTERARDER WWTP,56.30022,-3.68271,5438,7500,7,2016
active,UK,UKSC_TP00013,ARMADALE WWTW,55.90782,-3.70208,12666,15000,7,2016
active,UK,UKSC_TP00012,ARDOCH S.T.W.,55.94674,-4.60537,57806,191300,7,2016
active,UK,UKSC_TP00011,ANNANDALE WATER MSA S.T.W.,55.2195,-3.40883,2000,2000,7,2016
active,UK,UKSC_TP00010,ANNAN KENZIELS S.T.W.,54.97396,-3.26228,14750,24600,7,2016
active,UK,UKSC_TP00009,ALYTH WWTP,56.62119,-3.21361,2810,3723,7,2016
active,UK,UKSC_TP00008,ALVA WWTW,56.14863,-3.81486,7086,9000,7,2016
active,UK,UKSC_TP00006,ALLOA WWTW,56.10667,-3.79132,42664,60000,7,2016
active,UK,UKSC_TP00005,ALLERS S.T.W.,55.78012,-4.135,44870,35000,7,2016
active,UK,UKSC_TP00004,"ALLANFEARN WWTP, INVERNESS",57.49957,-4.15082,83377,124500,7,2016
active,UK,UKSC_TP00003,ALFORD WWTP,57.23882,-2.68497,3773,3500,7,2016
active,UK,UKSC_TP00002,ABOYNE WWTP,57.07269,-2.75687,3463,3638,7,2016
active,UK,UKSC_TP00001,ABERFELDY WWTP,56.62291,-3.86239,3426,4200,7,2016
active,UK,UKWAWA_WW_TP000122,CORWEN WWTW STW,52.98207316,-3.368966263,1760,3375,7,2016
active,UK,UKWAWA_WW_TP000013,COWBRIDGE STW COWBRIDGE VALE OF GLA STW,51.45379371,-3.445245626,6864,6864,7,2016
active,UK,UKWAWA_WW_TP000021,CREIGIAU SEW STW,51.51804619,-3.312634872,2427,2482,7,2016
active,UK,UKWAWA_WW_TP000042,CROSSHANDS S STW,51.79130774,-4.085620459,5321,5321,7,2016
active,UK,UKWAWA_WW_TP000039,CRYNANT STW STW,51.72194043,-3.752635113,6568,6568,7,2016
active,UK,UKWAWA_WW_TP000038,CWMGWRCH STW STW,51.73674248,-3.645629797,5436,5568,7,2016
active,UK,UKWAWA_WW_TP000022,CYNON VALLEY STW,51.62809699,-3.328696955,66418,68792,7,2016
active,UK,UKWAWA_WW_TP000115,DEE STW,53.02715432,-2.949780814,129824,142769,7,2016
active,UK,UKWAWA_WW_TP000102,DENBIGH STW STW,53.18700769,-3.392637961,9206,9256,7,2016
active,UK,UKWAWA_WW_TP000087,DOLGELLAU ST STW,52.74697781,-3.908573866,3937,3937,7,2016
active,UK,UKWAWA_WW_TP000060,DREFACH/VELI STW,52.0321732,-4.404948209,2455,2519,7,2016
active,UK,UKWAWA_WW_TP000014,DROPE STW WESTBURY HOMES GLAMORGAN STW,51.47456823,-3.278614099,2024,2024,7,2016
active,UK,UKWAWA_WW_TP000123,DYFFRYN ARDUDWY STW,52.79138301,-4.109259197,3575,3575,7,2016
active,UK,UKWAWA_WW_TP000106,DYSERTH STW STW,53.30575165,-3.423754574,2486,2657,7,2016
active,UK,UKWAWA_WW_TP000061,FFAIRFACH WWTW FFAIRFACH CARMS STW,51.87151887,-4.008692942,3030,3472,7,2016
active,UK,UKWAWA_WW_TP000110,FLINT STW,53.24404673,-3.118776572,24080,27686,7,2016
active,UK,UKWAWA_WW_TP000130,GAERWEN STW,53.22796404,-4.298543815,2977,2977,7,2016
active,UK,UKWAWA_WW_TP000043,GOWERTON STW,51.65436973,-4.033872304,56111,56111,7,2016
active,UK,UKWAWA_WW_TP000104,GREENFIELD STW,53.29306913,-3.204179569,19149,19149,7,2016
active,UK,UKWAWA_WW_TP000108,GRESFORD STW,53.09414773,-2.973715918,19265,19265,7,2016
active,UK,UKWAWA_WW_TP000064,HAVERFORD WEST   STW,51.79293298,-4.966280924,19618,19618,7,2016
active,UK,UKWAWA_WW_TP000096,HOLYHEAD WWTW STW,53.29866016,-4.613532616,20921,20921,7,2016
active,UK,UKWAWA_WW_TP000113,HOPE STW STW,53.1151292,-3.040601928,8752,8752,7,2016
active,UK,UKWAWA_WW_TP000053,KIDWELLY WASTEWATER TREATMENT WORKS STW,51.73255046,-4.319658006,4574,4574,7,2016
active,UK,UKENMI_ST_TP000127,KNIGHTON STW,52.34408876,-3.030075422,3017,3500,7,2016
active,UK,UKWAWA_WW_TP000086,L/FR PG WWTW STW,53.21619444,-4.202454976,3396,3399,7,2016
active,UK,UKWAWA_WW_TP000070,LAMPETER STW STW,52.10848492,-4.080796436,3818,8678,7,2016
active,UK,UKWAWA_WW_TP000056,LANGDON WWTW BEGELLY PEMBROKESHIRE STW,51.73302901,-4.751882402,2513,2513,7,2016
active,UK,UKWAWA_WW_TP000114,LAVISTER STW STW,53.11870393,-2.933673567,5083,5083,7,2016
active,UK,UKWAWA_WW_TP000109,LLANASA STW,53.33956573,-3.316108256,34916,34916,7,2016
active,UK,UKWAWA_WW_TP000131,LLANBEDR STW,52.82624037,-4.106791648,2683,2683,7,2016
active,UK,UKWAWA_WW_TP000091,LLANBERIS STW,53.11794181,-4.117341786,2328,2341,7,2016
active,UK,UKWAWA_WW_TP000068,LLANDOVERY WASTEWATER TREATMENT STW,51.98269855,-3.804897991,2133,2343,7,2016
active,UK,UKWAWA_WW_TP000033,LLANDRINDOD WELLS STW PARK LANE STW,52.23484483,-3.39104338,6601,7790,7,2016
active,UK,UKWAWA_WW_TP000055,LLANDYSUL WWTW LLANDYSUL CEREDIGION STW,52.03777532,-4.30559999,1872,2030,7,2016
active,UK,UKWAWA_WW_TP000117,LLANDYRNOG S STW,53.16980234,-3.346451579,13416,13558,7,2016
active,UK,UKWAWA_WW_TP000077,LLANELLI STW,51.66425107,-4.109870336,58067,58067,7,2016
active,UK,UKWAWA_WW_TP000124,LLANFAES STW,53.27446146,-4.088161196,2151,10613,7,2016
active,UK,UKWAWA_WW_TP000084,LLANFAGLAN STW,53.11001975,-4.288809188,5570,5570,7,2016
active,UK,UKWAWA_WW_TP000082,LLANFAIRFECN STW,53.24797476,-3.996951156,3953,3953,7,2016
active,UK,UKWAWA_WW_TP000034,PRESTEIGNE STW CLATTERBROOM STW,52.27090919,-2.997176572,2299,2589,7,2016
active,UK,UKWAWA_WW_TP000119,QUEENSFERRY STW,53.2062316,-3.015079333,50231,65181,7,2016
active,UK,UKWAWA_WW_TP000040,RESOLVEN STW STORM TANKS NEATH STW,51.71007155,-3.703079294,2509,2988,7,2016
active,UK,UKWAWA_WW_TP000035,RHAYADER STW RHAYADER STW,52.29507834,-3.49807036,2127,2670,7,2016
active,UK,UKWAWA_WW_TP000024,RHIWSAESON STW RHIWSAESON LLANTRI STW,51.53472744,-3.341143372,22551,22669,7,2016
active,UK,UKWAWA_WW_TP000120,RHUDDLAN WWTW FINAL STW,53.29563796,-3.476278735,10171,10171,7,2016
active,UK,UKWAWA_WW_TP000010,RHYDLAFAR ST STW,51.51070201,-3.2831851,3003,3003,7,2016
active,UK,UKWAWA_WW_TP000093,RHYL KINMEL BAY TOWYN STW,53.29411991,-3.520533178,5611,78077,7,2016
active,UK,UKWAWA_WW_TP000100,RUTHIN STW STW,53.12381104,-3.315124719,6286,6286,7,2016
active,UK,UKWAWA_WW_TP000020,SOUTH ELY VALLEY   STW,51.50324505,-3.342840918,49085,52742,7,2016
active,UK,UKWAWA_WW_TP000116,ST ASAPH STW ST ASAPH STW,53.26438098,-3.45140686,4168,4536,7,2016
active,UK,UKWAWA_WW_TP000057,ST CLEARS WWTW STW,51.80777691,-4.487522357,2989,2989,7,2016
active,UK,UKWAWA_WW_TP000074,SWANSEA STW,51.61998913,-3.894302101,198058,198058,7,2016
active,UK,UKWAWA_WW_TP000036,TALGARTH STW BRONLLYS ROAD TALGARTH STW,52.00498234,-3.237488288,2970,3081,7,2016
active,UK,UKWAWA_WW_TP000076,TENBY AND SAUNDERSFOOT STW,51.67590548,-4.729393526,22272,39965,7,2016
active,UK,UKWAWA_WW_TP000047,TREBANOS STW PHEASANT RD TREBANOS STW,51.70554426,-3.864963028,17001,17001,7,2016
active,UK,UKWAWA_WW_TP000094,TREBORTH BANGOR   STW,53.20974693,-4.182984624,36466,36466,7,2016
active,UK,UKWAWA_WW_TP000092,TREGARTH STW,53.1961132,-4.08485882,2511,2554,7,2016
active,UK,UKWAWA_WW_TP000049,TRIMSARAN WWTW SPUDDER BRIDGE RD STW,51.73064399,-4.263427933,2760,2942,7,2016
active,UK,UKWAWA_WW_TP000004,USK STW GRAIG OLWAY FARM LLANGVIEW STW,51.69145911,-2.885488895,3144,3144,7,2016
active,UK,UKENMI_ST_TP000227,WELSHPOOL STW,52.65854271,-3.134368163,10577,11164,7,2016
active,UK,UKWAWA_WW_TP000066,WHITLAND WWTW WHITLAND CARMS STW,51.81213499,-4.605545118,1966,1966,7,2016
active,UK,UKWAWA_WW_TP000054,YSTRADGYNLAIS WWTW OFF WIND ROAD STW,51.76476005,-3.77662551,11973,12763,7,2016
active,UK,UKENAN_AW_TP000001,ACLE STW,52.63276755,1.555557087,3813,4000,7,2016
active,UK,UKENAN_AW_TP000002,ALCONBURY STW,52.36469307,-0.249933578,5170,5170,7,2016
active,UK,UKENAN_AW_TP000003,ALFORD STW,53.26033041,0.187424528,3693,4650,7,2016
active,UK,UKENAN_AW_TP000004,ANWICK STW,53.03570466,-0.338785064,26524,30000,7,2016
active,UK,UKENAN_AW_TP000005,ASHBROOK STW,51.9350711,-0.253607169,3837,3837,7,2016
active,UK,UKENAN_AW_TP000006,ASHTON STW,52.13373944,-0.880162608,4621,4900,7,2016
active,UK,UKENAN_AW_TP000007,ATTLEBOROUGH STW,52.51611166,0.986265279,11723,22000,7,2016
active,UK,UKENAN_AW_TP000008,AYLSHAM STW,52.79308175,1.270293799,9497,9497,7,2016
active,UK,UKENAN_AW_TP000009,BADWELL ASH STW,52.29143548,0.923016097,2383,2383,7,2016
active,UK,UKENAN_AW_TP000010,BALSHAM STW,52.13582396,0.297691017,2433,2500,7,2016
active,UK,UKENAN_AW_TP000011,BARTON LE CLAY STW,51.98118735,-0.422270742,4829,5000,7,2016
active,UK,UKENAN_AW_TP000012,BARTON-UPON-HUMBER STW,53.69674952,-0.433984583,11262,12125,7,2016
active,UK,UKENAN_AW_TP000013,BASSINGBOURN STW,52.08977827,-0.057970564,4743,5000,7,2016
active,UK,UKENAN_AW_TP000014,BASSINGHAM STW,53.12879029,-0.649623511,2667,2667,7,2016
active,UK,UKENAN_AW_TP000015,BECCLES STW,52.45681939,1.603073373,14096,14096,7,2016
active,UK,UKENAN_AW_TP000016,BEDFORD STW,52.13165329,-0.416478977,177112,197000,7,2016
active,UK,UKENAN_AW_TP000017,BELAUGH STW,52.71440753,1.392755967,8896,10000,7,2016
active,UK,UKENAN_AW_TP000018,BENHALL  STW,52.19226624,1.482829662,6193,6717,7,2016
active,UK,UKENAN_AW_TP000019,BIGGLESWADE STW,52.10620289,-0.261064362,19023,25230,7,2016
active,UK,UKENAN_AW_TP000020,BILLERICAY STW,51.61979469,0.450538169,7674,7770,7,2016
active,UK,UKENAN_AW_TP000021,BILLINGHAY STW,53.08398111,-0.26688466,2297,4039,7,2016
active,UK,UKENAN_AW_TP000022,BOCKING STW,51.89052632,0.579755723,21099,21099,7,2016
active,UK,UKENAN_AW_TP000023,BOSTON STW,52.94919352,0.018264653,49689,55556,7,2016
active,UK,UKENAN_AW_TP000024,BOTTISHAM STW,52.2281806,0.259156519,3735,3912,7,2016
active,UK,UKENAN_AW_TP000025,BOURN STW,52.20252084,-0.045697747,3171,3800,7,2016
active,UK,UKENAN_AW_TP000026,BOURNE STW,52.76608465,-0.35752875,25685,25685,7,2016
active,UK,UKENAN_AW_TP000027,BOZEAT STW,52.22449426,-0.680164613,2162,2162,7,2016
active,UK,UKENAN_AW_TP000028,BRACKLEY   STW,52.02007194,-1.126388841,30016,39956,7,2016
active,UK,UKENAN_AW_TP000029,BRAINTREE STW,51.86909466,0.563362292,30191,30191,7,2016
active,UK,UKENAN_AW_TP000030,BRAMPTON STW,52.31489429,-0.215323832,5349,7000,7,2016
active,UK,UKENAN_AW_TP000031,BRANDON STW,52.44570889,0.612053494,10379,14530,7,2016
active,UK,UKENAN_AW_TP000032,BRANTHAM STW,51.95939001,1.075480092,3047,3622,7,2016
active,UK,UKENAN_AW_TP000033,BRIGG STW,53.55667845,-0.497662041,6729,16022,7,2016
active,UK,UKENAN_AW_TP000034,BRIGHTLINGSEA STW,51.82064101,1.005235635,7827,12504,7,2016
active,UK,UKENAN_AW_TP000035,BRISTON STW,52.84086501,1.075923334,2604,2604,7,2016
active,UK,UKENAN_AW_TP000036,BRIXWORTH STW,52.33726311,-0.917784964,5823,6368,7,2016
active,UK,UKENAN_AW_TP000037,WELLINGBOROUGH   STW,52.30730893,-0.624958231,227332,227332,7,2016
active,UK,UKENAN_AW_TP000038,BROUGHTON STW,52.3800141,-0.764697134,4524,4524,7,2016
active,UK,UKENAN_AW_TP000039,BROUGHTON  STW,53.58135741,-0.517406218,5567,9089,7,2016
active,UK,UKENAN_AW_TP000040,BUCKDEN STW,52.28839667,-0.241080158,4939,5000,7,2016
active,UK,UKENAN_AW_TP000041,BUCKINGHAM  STW,52.00126943,-0.956947292,15175,17151,7,2016
active,UK,UKENAN_AW_TP000042,BUGBROOKE STW,52.2170353,-1.024547771,7298,7690,7,2016
active,UK,UKENAN_AW_TP000043,BUNGAY STW,52.45031474,1.448821463,5153,5261,7,2016
active,UK,UKENAN_AW_TP000044,BURNHAM MARKET STW,52.94673803,0.743362563,6257,6257,7,2016
active,UK,UKENAN_AW_TP000045,BURNHAM ON CROUCH STW,51.62452762,0.826801174,8229,8229,7,2016
active,UK,UKENAN_AW_TP000046,BURWELL STW,52.29340567,0.331473967,5817,6344,7,2016
active,UK,UKENAN_AW_TP000047,BURY ST. EDMUNDS   STW,52.27746346,0.70016784,88007,120000,7,2016
active,UK,UKENAN_AW_TP000048,BYLAUGH STW,52.72419761,1.015104697,3225,3225,7,2016
active,UK,UKENAN_AW_TP000049,CAISTOR STW,53.49452878,-0.332408108,3831,9728,7,2016
active,UK,UKENAN_AW_TP000050,CAMBRIDGE STW,52.23428479,0.153917368,163600,200000,7,2016
active,UK,UKENAN_AW_TP000051,CHALTON STW,51.93080532,-0.506187968,74160,144234,7,2016
active,UK,UKENAN_AW_TP000052,CHANTRY   STW,52.02942006,1.130939902,20908,30000,7,2016
active,UK,UKENAN_AW_TP000053,CHATTERIS  STW,52.46409278,0.051971258,10604,12000,7,2016
active,UK,UKENAN_AW_TP000054,CHELLINGTON STW,52.19512853,-0.599701777,2228,2800,7,2016
active,UK,UKENAN_AW_TP000055,CHELMSFORD   STW,51.73229243,0.515479157,139677,163311,7,2016
active,UK,UKENAN_AW_TP000056,CLACTON   STW,51.8098175,1.215036937,48340,54838,7,2016
active,UK,UKENAN_AW_TP000057,CLARE STW,52.07797131,0.598726196,3960,4770,7,2016
active,UK,UKENAN_AW_TP000058,CLEETHORPES   STW,53.50777475,0.004956904,57848,146778,7,2016
active,UK,UKENAN_AW_TP000059,CLEY NEXT THE SEA STW,52.94010103,1.044170029,3327,3327,7,2016
active,UK,UKENAN_AW_TP000060,CLIFTON STW,52.04810055,-0.285079086,16193,16193,7,2016
active,UK,UKENAN_AW_TP000061,CLOPHILL STW,52.02509281,-0.414895998,6451,6451,7,2016
active,UK,UKENAN_AW_TP000062,COGGESHALL STW,51.85909598,0.696779209,9777,12346,7,2016
active,UK,UKENAN_AW_TP000063,COLCHESTER   STW,51.8744294,0.936331964,131413,131648,7,2016
active,UK,UKENAN_AW_TP000064,CONEY WESTON STW,52.36699997,0.898401641,2289,2289,7,2016
active,UK,UKENAN_AW_TP000065,CONINGSBY STW,53.0950976,-0.183398194,6850,7172,7,2016
active,UK,UKENAN_AW_TP000066,COPFORD STW,51.87664455,0.804698989,4505,4700,7,2016
active,UK,UKENAN_AW_TP000067,CORBY STW,52.49193311,-0.668137676,110477,152000,7,2016
active,UK,UKENAN_AW_TP000068,COTTESMORE STW,52.71914768,-0.641210661,4100,5550,7,2016
active,UK,UKENAN_AW_TP000069,MILTON KEYNES   STW,52.05584118,-0.711976622,295189,320000,7,2016
active,UK,UKENAN_AW_TP000071,CROMER   STW,52.92965253,1.281450682,31234,42352,7,2016
active,UK,UKENAN_AW_TP000072,CROWLAND STW,52.66568479,-0.159746949,3484,3788,7,2016
active,UK,UKENAN_AW_TP000073,CUBLINGTON   STW,51.88994698,-0.758356205,2786,4100,7,2016
active,UK,UKENAN_AW_TP000074,DEBENHAM STW,52.21864835,1.190380994,2024,3000,7,2016
active,UK,UKENAN_AW_TP000075,DEDHAM STW,51.96223049,0.997828938,2165,2650,7,2016
active,UK,UKENAN_AW_TP000076,DEEPINGS STW,52.66131415,-0.26456226,18676,18676,7,2016
active,UK,UKENAN_AW_TP000077,DEREHAM STW,52.68408352,0.922397562,22369,22598,7,2016
active,UK,UKENAN_AW_TP000078,DISS STW,52.37056057,1.113943441,13502,22000,7,2016
active,UK,UKENAN_AW_TP000079,DODDINGHURST STW,51.66612422,0.320106435,6781,8700,7,2016
active,UK,UKENAN_AW_TP000080,DODDINGTON STW,52.50703899,0.063166171,3817,3817,7,2016
active,UK,UKENAN_AW_TP000081,DONINGTON STW,52.89749185,-0.222849929,2367,2607,7,2016
active,UK,UKENAN_AW_TP000082,DOWNHAM MARKET STW,52.61192951,0.368451873,12500,12500,7,2016
active,UK,UKENAN_AW_TP000083,DUNHOLME STW,53.30435192,-0.450344699,5816,6707,7,2016
active,UK,UKENAN_AW_TP000084,DUNSTABLE STW,51.90577568,-0.542270014,50863,53000,7,2016
active,UK,UKENAN_AW_TP000086,EARLS COLNE STW,51.93091047,0.712271434,4687,4687,7,2016
active,UK,UKENAN_AW_TP000087,EAST BERGHOLT STW,51.96507935,1.01761636,2334,2943,7,2016
active,UK,UKENAN_AW_TP000088,EAST HARLING STW,52.45477587,0.956688499,3256,3256,7,2016
active,UK,UKENAN_AW_TP000089,EIGH ASH GREEN STW,51.90675888,0.806401069,2922,3060,7,2016
active,UK,UKENAN_AW_TP000090,ELMSWELL STW,52.22798669,0.900860044,6057,6466,7,2016
active,UK,UKENAN_AW_TP000187,MUNDESLEY STW,52.86806095,1.431674138,7422,8444,7,2016
active,UK,UKENAN_AW_TP000186,MOULTON STW,52.80086952,-0.075244513,3832,3994,7,2016
active,UK,UKENAN_AW_TP000185,MILDENHALL STW,52.34479165,0.484275536,16699,28500,7,2016
active,UK,UKENAN_AW_TP000184,METHERINGHAM STW,53.13967565,-0.387895172,3951,4225,7,2016
active,UK,UKENAN_AW_TP000183,MELTON STW,52.09830653,1.32736649,7221,8000,7,2016
active,UK,UKENAN_AW_TP000182,MELBOURN STW,52.09353346,0.017185854,7398,7398,7,2016
active,UK,UKENAN_AW_TP000181,MAYLAND STW,51.68657432,0.77177647,5298,5733,7,2016
active,UK,UKENAN_AW_TP000180,MATTISHALL STW,52.66829448,0.995024835,3328,3328,7,2016
active,UK,UKENAN_AW_TP000179,MARSTON MORETAINE STW,52.06762739,-0.53842107,9524,48291,7,2016
active,UK,UKENAN_AW_TP000178,MARKET RASEN STW,53.38658376,-0.384867669,6107,12961,7,2016
active,UK,UKENAN_AW_TP000177,MARKET HARBOROUGH STW,52.492428,-0.88380193,23648,50050,7,2016
active,UK,UKENAN_AW_TP000176,MARCH STW,52.57153597,0.125576092,20913,21257,7,2016
active,UK,UKENAN_AW_TP000175,MANNINGTREE  STW,51.95039931,1.05603032,9668,12000,7,2016
active,UK,UKENAN_AW_TP000174,MANBY STW,53.35527591,0.108734008,2164,5456,7,2016
active,UK,UKENAN_AW_TP000173,MALDON   STW,51.73380532,0.733154755,22528,36000,7,2016
active,UK,UKENAN_AW_TP000172,MABLETHORPE STW,53.31845684,0.236745498,22371,40000,7,2016
active,UK,UKENAN_AW_TP000171,LUDHAM STW,52.71977411,1.537055781,3367,7775,7,2016
active,UK,UKENAN_AW_TP000170,LOWESTOFT STW,52.51964463,1.734126384,94376,405000,7,2016
active,UK,UKENAN_AW_TP000169,LOUTH STW,53.39062944,0.04077426,20113,30528,7,2016
active,UK,UKENAN_AW_TP000168,LONG STRATTON STW,52.49672997,1.229247291,5794,6230,7,2016
active,UK,UKENAN_AW_TP000167,LONG MELFORD STW,52.0812171,0.704636047,5134,5394,7,2016
active,UK,UKENAN_AW_TP000166,LONG BUCKBY STW,52.29734669,-1.101398099,5728,6135,7,2016
active,UK,UKENAN_AW_TP000165,LONG BENNINGTON STW,52.99689184,-0.749014637,2664,3550,7,2016
active,UK,UKENAN_AW_TP000164,LITTLEPORT STW,52.46717167,0.293534645,7596,7662,7,2016
active,UK,UKENAN_AW_TP000163,LITTLE DOWNHAM STW,52.43296484,0.253890727,1919,2103,7,2016
active,UK,UKENAN_AW_TP000162,LINTON STW,52.10433254,0.260980922,8298,9164,7,2016
active,UK,UKENAN_AW_TP000161,LINCOLN   STW,53.22136143,-0.505437494,119006,133832,7,2016
active,UK,UKENAN_AW_TP000160,LETCHWORTH STW,51.99691122,-0.242986119,44346,46653,7,2016
active,UK,UKENAN_AW_TP000159,LEISTON STW,52.21187749,1.58592334,5887,6064,7,2016
active,UK,UKENAN_AW_TP000158,LEIGHTON LINSLADE STW,51.92735414,-0.67372868,39006,39006,7,2016
active,UK,UKENAN_AW_TP000157,LATCHINGDON STW,51.68099498,0.715345717,2640,3520,7,2016
active,UK,UKENAN_AW_TP000156,LAKENHEATH STW,52.42701025,0.511815492,4804,5000,7,2016
active,UK,UKENAN_AW_TP000155,LACEBY STW,53.54581836,-0.158115788,3423,4672,7,2016
active,UK,UKENAN_AW_TP000154,KINGS LYNN STW,52.77514958,0.374576937,94994,172000,7,2016
active,UK,UKENAN_AW_TP000153,KIMBOLTON STW,52.27675475,-0.363791019,3955,3955,7,2016
active,UK,UKENAN_AW_TP000152,KIBWORTH STW,52.53521619,-0.981835314,5161,5372,7,2016
active,UK,UKENAN_AW_TP000151,KESSINGLAND STW,52.41032609,1.722272047,8727,14040,7,2016
active,UK,UKENAN_AW_TP000150,KEELBY STW,53.57125131,-0.236329698,2127,3222,7,2016
active,UK,UKENAN_AW_TP000149,KEDINGTON STW,52.08594346,0.487693237,2241,2760,7,2016
active,UK,UKENAN_AW_TP000148,JAYWICK STW,51.78614561,1.102264831,27677,54838,7,2016
active,UK,UKENAN_AW_TP000147,IVINGHOE STW,51.84108397,-0.636216122,3444,3710,7,2016
active,UK,UKENAN_AW_TP000146,ISLIP STW,52.40599278,-0.546845653,11589,16222,7,2016
active,UK,UKENAN_AW_TP000145,ISLEHAM STW,52.35147634,0.419127083,1967,2173,7,2016
active,UK,UKENAN_AW_TP000144,IPSWICH   STW,52.03345693,1.168975727,148075,148075,7,2016
active,UK,UKENAN_AW_TP000143,INGOLDMELLS STW,53.18419919,0.329105725,56349,100000,7,2016
