"rcaID","rptMStateKey","rcaState","rcaCode","rcaName","rcaType","rcaSensitiveArea","rcaDateArt58","rcaParameterN","rcaParameterP","rcaParameterOther","rcaDateDesignation","rcaANitro","rcaAPhos","rcaB","rcaC","rcaCRelevantDirective","rcaMorphology","rcaHydrologie","rcaHydraulic","rcaAbsenceRisk","rcaDateArt54","rcaArt54Applied"
551,"IT",106,"ITTW12SA0000000010","LAGHI COSTIERI DEL CIRCEO: COMPRENDENTI (LAGO DI FOGLIANO - LAGO",101,,,False,False,False,11/04/2003,True,True,False,False,"",False,False,False,False,,False
552,"IT",106,"ITLK12SA0000000011","LAGO DI FONDI",101,,,False,False,False,11/04/2003,True,True,False,False,"",False,False,False,False,,False
553,"IT",106,"ITLK12SA0000000012","LAGO DI CANTERNO",101,,,False,False,False,11/04/2003,True,True,False,False,"",False,False,False,False,,False
554,"IT",106,"ITLK12SA0000000013","LAGO FIBRENO",101,,,False,False,False,11/04/2003,True,True,False,False,"",False,False,False,False,,False
555,"IT",106,"ITLK12SA0000000014","LAGO DI S. GIOVANNI IN CARICO",101,,,False,False,False,11/04/2003,True,True,False,False,"",False,False,False,False,,False
556,"IT",106,"ITCM16CSA000000009","bacino drenante Lago di Lesina",98,564,,False,False,False,02/04/2003,True,True,False,False,"",False,False,False,False,,False
557,"IT",106,"ITCM16CSA000000010","bacino drenante Lago di Varano",98,565,,False,False,False,02/04/2003,True,True,False,False,"",False,False,False,False,,False
558,"IT",106,"ITCM16CSA000000011","bacino drenante Zona Umida Lago Salpi",98,566,,False,False,False,02/04/2003,True,False,False,False,"",False,False,False,False,,False
559,"IT",106,"ITCM16CSA000000012","bacino drenante Zona Umida Torre Guaceto",98,567,,False,False,False,02/04/2003,True,False,False,False,"",False,False,False,False,,False
560,"IT",106,"ITCM16CSA000000013","bacino drenante Zona Umida Le Cesine",98,568,,False,False,False,02/04/2003,True,False,False,False,"",False,False,False,False,,False
561,"IT",106,"ITCM16CSA000000014","bacino drenante Invaso di Occhito",98,569,,False,False,False,02/04/2003,False,False,True,False,"",False,False,False,False,,False
562,"IT",106,"ITCM16CSA000000015","bacino drenante Invaso del Locone",98,570,,False,False,False,02/04/2003,False,False,True,False,"",False,False,False,False,,False
563,"IT",106,"ITCM16CSA000000016","bacino drenante Mar Piccolo di Taranto",98,571,,False,False,False,02/04/2003,False,False,False,True,"All. 6 D.Lgs. 152/06""Ulteriori aree sensibili: corpi idrici dove si svolgono attività tradizionali di produzione ittica""",False,False,False,False,,False
564,"IT",106,"ITTW16SA0000000001","Lago di Lesina",101,,,False,False,False,15/06/2001,True,True,False,False,"",False,False,False,False,,False
565,"IT",106,"ITTW16SA0000000002","Lago di Varano",101,,,False,False,False,15/06/2001,True,True,False,False,"",False,False,False,False,,False
566,"IT",106,"ITTW16SA0000000003","Zona Umida Lago Salpi",101,,,False,False,False,15/06/2001,True,False,False,False,"",False,False,False,False,,False
567,"IT",106,"ITTW16SA0000000004","Zona Umida Torre Guaceto",101,,,False,False,False,15/06/2001,True,False,False,False,"",False,False,False,False,,False
568,"IT",106,"ITTW16SA0000000005","Zona Umida Le Cesine",101,,,False,False,False,15/06/2001,True,False,False,False,"",False,False,False,False,,False
569,"IT",106,"ITLK16SA0000000006","Invaso di Occhito",101,,,False,False,False,13/06/2002,False,False,True,False,"",False,False,False,False,,False
570,"IT",106,"ITLK16SA0000000007","Invaso del Locone",101,,,False,False,False,13/06/2002,False,False,True,False,"",False,False,False,False,,False
571,"IT",106,"ITCA16SA0000000008","Mar Piccolo di Taranto",101,,,False,False,False,13/06/2002,False,False,False,True,"All. 6 D.Lgs. 152/06""Ulteriori aree sensibili: corpi idrici dove si svolgono attività tradizionali di produzione ittica""",False,False,False,False,,False
572,"IT",106,"ITCM20CSA000000001","Fiume Liscia a Traversa sul Riu Pugghiolu",98,765,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
573,"IT",106,"ITCM20CSA000000002","Fiume Tirso a Traversa Tirso a Cantoniera",98,741,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
574,"IT",106,"ITCM20CSA000000003","Riu Mogoro a Stagno di Marceddì",98,677,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
575,"IT",106,"ITCM20CSA000000004","Fiume Padrongiano a Golfo di Olbia",98,695,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
576,"IT",106,"ITCM20CSA000000005","Riu di Mare Foghe a Mari Ermi",98,711,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
577,"IT",106,"ITCM20CSA000000006","Riu di Mare Foghe a Pauli Marigosa",98,712,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
578,"IT",106,"ITCM20CSA000000007","Riu Lu Banconi a Porto Pozzo",98,703,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
579,"IT",106,"ITCM20CSA000000008","Fiume Tirso a Traversa Tirso a Sili",98,760,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
580,"IT",106,"ITCM20CSA000000009","Flumini Mannu a Invaso Leni",98,752,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
581,"IT",106,"ITCM20CSA000000010","Riu Cixerri a Lago di Monteponi",98,762,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
582,"IT",106,"ITCM20CSA000000011","Riu Cixerri a Genna is Abis (Basso Cixerri)",98,756,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
583,"IT",106,"ITCM20CSA000000012","Riu Cixerri a Lago di Punta Gennarta",98,776,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
584,"IT",106,"ITCM20CSA000000013","Riu Palmas a Bau Pressiu",98,757,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
585,"IT",106,"ITCM20CSA000000014","Riu Cixerri a Medau Zirimilis",98,775,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
586,"IT",106,"ITCM20CSA000000015","Riu Palmas a Lago di Monte Prano",98,777,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
587,"IT",106,"ITCM20CSA000000016","Flumini Mannu a Lago di Is Barroccus",98,755,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
588,"IT",106,"ITCM20CSA000000017","Flumini Mannu a Diga di Santu Miali (Sa forada)",98,758,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
589,"IT",106,"ITCM20CSA000000018","Flumini Mannu a Flumini Mannu a Casa Fiume",98,754,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
590,"IT",106,"ITCM20CSA000000019","Riu di Corongiu a Lago di Corongiu",98,774,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
591,"IT",106,"ITCM20CSA000000020","Fiume Flumendosa a Lago alto del Flumendosa (Bau Muggeris)",98,770,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
592,"IT",106,"ITCM20CSA000000021","Fiume Flumendosa a Lago del Medio Flumendosa",98,773,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
593,"IT",106,"ITCM20CSA000000022","Fiume Flumendosa a Lago Mulargia",98,749,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
594,"IT",106,"ITCM20CSA000000023","Fiume Foddeddu a Diga di Santa Lucia",98,748,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
595,"IT",106,"ITCM20CSA000000024","Fiume Tirso a Lago di Cucchinadorza",98,743,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
596,"IT",106,"ITCM20CSA000000025","Fiume Tirso a Invaso Olai",98,766,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
597,"IT",106,"ITCM20CSA000000026","Fiume Tirso a Diga Govossai",98,745,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
598,"IT",106,"ITCM20CSA000000027","Fiume Tirso a Lago di Benzone",98,746,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
599,"IT",106,"ITCM20CSA000000028","Fiume Tirso a Diga di Gusana",98,744,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
600,"IT",106,"ITCM20CSA000000029","Fiume Cedrino a Lago del Cedrino",98,747,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
601,"IT",106,"ITCM20CSA000000030","Riu Mannu a Lago Bùnnari",98,736,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
602,"IT",106,"ITCM20CSA000000031","Fiume Temo a Lago di Temo",98,733,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
603,"IT",106,"ITCM20CSA000000032","Canale Urune a Lago di Baratz",98,683,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
604,"IT",106,"ITCM20CSA000000033","Rio Barca a Lago sa Misericordia",98,763,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
605,"IT",106,"ITCM20CSA000000034","Riu Mannu a Lago Bidighinzu",98,735,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
606,"IT",106,"ITCM20CSA000000035","Fiume Liscia a Lago Liscia",98,740,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
607,"IT",106,"ITCM20CSA000000036","Fiume Coghinas a Lago di Castel Doria",98,764,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
608,"IT",106,"ITCM20CSA000000037","Fiume Coghinas a Lago del Coghinas",98,759,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
609,"IT",106,"ITCM20CSA000000038","Riu Mannu a Lago Lerno (Mannu di Pattada)",98,738,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
610,"IT",106,"ITCM20CSA000000039","Fiume Tirso a Lago sos Canales",98,767,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
611,"IT",106,"ITCM20CSA000000040","Fiume Posada a Lago di Posada",98,739,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
612,"IT",106,"ITCM20CSA000000041","Rio Barca a Bacino artificiale del Cuga",98,734,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
613,"IT",106,"ITCM20CSA000000042","Fiume Tirso a Invaso Tirso Prano Antoni",98,742,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
614,"IT",106,"ITCM20CSA000000043","Fiume Tirso a Lago Torrei",98,768,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
615,"IT",106,"ITCM20CSA000000044","Casaraccio a Lago di Casaraccio",98,694,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
616,"IT",106,"ITCM20CSA000000045","Rio Flumentepido a Peschiera di Boi Cerbus",98,716,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
617,"IT",106,"ITCM20CSA000000046","Riu Maronzu a Stagno di Cugnana",98,706,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
618,"IT",106,"ITCM20CSA000000047","Riu di Pedralonga a Stagno di Cannigione",98,688,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
619,"IT",106,"ITCM20CSA000000048","Fiume Posada a Stagno Longo",98,702,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
620,"IT",106,"ITCM20CSA000000049","Canale Urune a Stagno di Calich",98,686,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
621,"IT",106,"ITCM20CSA000000050","Casaraccio a Stagno di Pilo",98,684,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
622,"IT",106,"ITCM20CSA000000051","Riu di Buddi Buddi a Stagno di Platamona",98,685,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
623,"IT",106,"ITCM20CSA000000052","Riu Piscina a Stagno Tartanelle",98,707,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
624,"IT",106,"ITCM20CSA000000053","Fosso di Lutturai a Stagno di Gilgolu",98,708,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
625,"IT",106,"ITCM20CSA000000054","Fosso di Lutturai a Peschiera di Brandinchi",98,699,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
626,"IT",106,"ITCM20CSA000000055","Riu di Filicaiu a Stagno di san Teodoro",98,689,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
627,"IT",106,"ITCM20CSA000000056","Riu Pischina a Stagno Biderrosa",98,701,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
628,"IT",106,"ITCM20CSA000000057","Riu sa Mela a Stagno sa Curcurica",98,698,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
629,"IT",106,"ITCM20CSA000000058","Riu Berchida a Stagno di Berchida",98,705,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
630,"IT",106,"ITCM20CSA000000059","Riu Locontenu a Salinedda",98,709,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
631,"IT",106,"ITCM20CSA000000060","Riu Locontenu a Salina Manna",98,697,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
632,"IT",106,"ITCM20CSA000000061","Riu sa Spadula a Stagno delle Saline di Muravera",98,728,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
633,"IT",106,"ITCM20CSA000000062","Riu di Mare Foghe a Stagno Sale Porcus",98,679,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
634,"IT",106,"ITCM20CSA000000063","Riu di Mare Foghe a Sa Salina Manna",98,713,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
635,"IT",106,"ITCM20CSA000000064","Riu di Mare Foghe a Stagno di Cabras",98,681,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
636,"IT",106,"ITCM20CSA000000065","Riu di Mare Foghe a Stagno di Mistras",98,682,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
637,"IT",106,"ITCM20CSA000000066","Riu Merde Cani a Pauli Maggiori",98,680,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
638,"IT",106,"ITCM20CSA000000067","Riu Merde Cani a Stagno Santa Giusta",98,690,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
639,"IT",106,"ITCM20CSA000000068","Riu Mogoro a Stagno SEna Arrubia",98,678,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
640,"IT",106,"ITCM20CSA000000069","Fiume Foddeddu a Stagno di Tortoli",98,691,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
641,"IT",106,"ITCM20CSA000000070","Sa Praia a Stagno Sa Praia",98,714,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
642,"IT",106,"ITCM20CSA000000071","Foxi Pedrionnas a Peschiera San Giovanni",98,692,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
643,"IT",106,"ITCM20CSA000000072","Rio Picocca a Stanieddu Feraxi",98,720,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
644,"IT",106,"ITCM20CSA000000073","Saline di Cagliari a Molentargius",98,676,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
645,"IT",106,"ITCM20CSA000000074","Riu su Tintiori a Pescheria di Nora",98,726,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
646,"IT",106,"ITCM20CSA000000075","Riu Baccu Mannu a Stagno di Chia",98,718,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
647,"IT",106,"ITCM20CSA000000076","Riu Perdosu a Stangioni su Sali",98,729,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
648,"IT",106,"ITCM20CSA000000077","Riu Palmas a Stagno di Mulargia",98,722,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
649,"IT",106,"ITCM20CSA000000078","Badde de Gutturu Saidu a Stagno Spiaggia di Porto Pino",98,715,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
650,"IT",106,"ITCM20CSA000000079","Riu de Tuaredda a Vivaio Malfatano",98,721,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
651,"IT",106,"ITCM20CSA000000080","Canale Piscinni a Stagno di Piscinni",98,724,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
652,"IT",106,"ITCM20CSA000000081","Riu sa Spadula a Stagno di Colustrai",98,693,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
653,"IT",106,"ITCM20CSA000000082","Riu sa Masa a Sa Masa",98,732,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
654,"IT",106,"ITCM20CSA000000083","Riu Sassu a Stagno di Santa Caterina",98,725,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
655,"IT",106,"ITCM20CSA000000084","Riu la Taverna a Porto Taverna",98,696,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
656,"IT",106,"ITCM20CSA000000085","Riu Cixerri a Stagno di Cagliari",98,675,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
657,"IT",106,"ITCM20CSA000000086","Riu di Siniscola a Stagno su Graneri",98,687,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
658,"IT",106,"ITCM20CSA000000087","Riu di Santa Giusta a Santa Giusta",98,719,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
659,"IT",106,"ITCM20CSA000000088","Riu S'Abbasuora a Avidi",98,704,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
660,"IT",106,"ITCM20CSA000000089","Fosso di Lutturai a Salina Bamba",98,700,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
661,"IT",106,"ITCM20CSA000000090","Fiume Flumendosa a Traversa Bau e Mandara",98,772,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
662,"IT",106,"ITCM20CSA000000091","Fiume Flumendosa a Traversa Bau e Mela",98,771,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
663,"IT",106,"ITCM20CSA000000092","Fiume Flumendosa a Diga Flumineddu a Capanna Silicheri",98,750,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
664,"IT",106,"ITCM20CSA000000093","Flumini Mannu a Traversa Riu Mannu",98,753,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
665,"IT",106,"ITCM20CSA000000094","Riu Mannu a Traversa Rio Mascari",98,737,,False,False,False,04/04/2006,False,False,True,False,"",False,False,False,False,,False
666,"IT",106,"ITCM20CSA000000095","Fiume Cedrino a Traversa Rio di Orgosolo",98,769,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
667,"IT",106,"ITCM20CSA000000096","Fiume Tirso a Traversa Tirso a S. Vittoria",98,761,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
668,"IT",106,"ITCM20CSA000000097","Riu de Leonaxiu a Su Stangioni",98,731,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
669,"IT",106,"ITCM20CSA000000098","Riu Mannu a Stagno Isuledda",98,710,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
670,"IT",106,"ITCM20CSA000000099","Isola di S'Antioco a Stagno di Cirdu",98,,,False,False,False,,False,False,False,False,"",False,False,False,False,,False
671,"IT",106,"ITCM20CSA000000100","Riu Foxi a Stagno Notteri",98,,,False,False,False,,False,False,False,False,"",False,False,False,False,,False
672,"IT",106,"ITCM20CSA000000101","Isola di S'Antioco a Punta de S'aliga",98,,,False,False,False,,False,False,False,False,"",False,False,False,False,,False
673,"IT",106,"ITCM20CSA000000102","Isola di San Pietro a Vivagna",98,730,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
674,"IT",106,"ITCM20CSA000000103","Riu Foxi a Simbirizzi",98,751,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
675,"IT",106,"ITTW20SA0000000001","Stagno di Cagliari",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
676,"IT",106,"ITTW20SA0000000002","Molentargius",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
677,"IT",106,"ITTW20SA0000000003","Stagno di Marceddì",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
678,"IT",106,"ITTW20SA0000000004","Stagno SEna Arrubia",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
679,"IT",106,"ITTW20SA0000000005","Stagno Sale Porcus",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
680,"IT",106,"ITTW20SA0000000006","Pauli Maggiori",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
681,"IT",106,"ITTW20SA0000000007","Stagno di Cabras",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
682,"IT",106,"ITTW20SA0000000008","Stagno di Mistras",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
683,"IT",106,"ITLK20SA0000000009","Lago di Baratz",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
684,"IT",106,"ITTW20SA0000000010","Stagno di Pilo",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
685,"IT",106,"ITTW20SA0000000011","Stagno di Platamona",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
686,"IT",106,"ITTW20SA0000000012","Stagno di Calich",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
687,"IT",106,"ITTW20SA0000000013","Stagno su Graneri",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
688,"IT",106,"ITTW20SA0000000014","Stagno di Cannigione",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
689,"IT",106,"ITTW20SA0000000015","Stagno di san Teodoro",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
690,"IT",106,"ITTW20SA0000000016","Stagno Santa Giusta",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
691,"IT",106,"ITTW20SA0000000017","Stagno di Tortoli",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
692,"IT",106,"ITTW20SA0000000018","Peschiera San Giovanni",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
693,"IT",106,"ITTW20SA0000000019","Stagno di Colustrai",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
694,"IT",106,"ITLK20SA0000000020","Lago di Casaraccio",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
695,"IT",106,"ITCA20SA0000000021","Golfo di Olbia",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
696,"IT",106,"ITTW20SA0000000022","Porto Taverna",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
697,"IT",106,"ITTW20SA0000000023","Salina Manna",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
698,"IT",106,"ITTW20SA0000000024","Stagno sa Curcurica",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
699,"IT",106,"ITTW20SA0000000025","Peschiera di Brandinchi",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
700,"IT",106,"ITTW20SA0000000026","Salina Bamba",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
701,"IT",106,"ITTW20SA0000000027","Stagno Biderrosa",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
702,"IT",106,"ITTW20SA0000000028","Stagno Longo",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
703,"IT",106,"ITCA20SA0000000029","Porto Pozzo",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
704,"IT",106,"ITTW20SA0000000030","Avidi",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
705,"IT",106,"ITTW20SA0000000031","Stagno di Berchida",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
706,"IT",106,"ITTW20SA0000000032","Stagno di Cugnana",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
707,"IT",106,"ITTW20SA0000000033","Stagno Tartanelle",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
708,"IT",106,"ITTW20SA0000000034","Stagno di Gilgolu",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
709,"IT",106,"ITTW20SA0000000035","Salinedda",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
710,"IT",106,"ITTW20SA0000000036","Stagno Isuledda",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
711,"IT",106,"ITTW20SA0000000037","Mari Ermi",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
712,"IT",106,"ITTW20SA0000000038","Pauli Marigosa",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
713,"IT",106,"ITTW20SA0000000039","Sa Salina Manna",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
714,"IT",106,"ITTW20SA0000000040","Stagno Sa Praia",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
715,"IT",106,"ITTW20SA0000000041","Stagno Spiaggia di Porto Pino",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
716,"IT",106,"ITTW20SA0000000042","Peschiera di Boi Cerbus",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
717,"IT",106,"ITTW20SA0000000043","Stagno di Cirdu",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
718,"IT",106,"ITTW20SA0000000044","Stagno di Chia",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
719,"IT",106,"ITTW20SA0000000045","Santa Giusta",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
720,"IT",106,"ITTW20SA0000000046","Stanieddu Feraxi",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
721,"IT",106,"ITTW20SA0000000047","Vivaio Malfatano",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
722,"IT",106,"ITTW20SA0000000048","Stagno di Mulargia",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
723,"IT",106,"ITTW20SA0000000049","Stagno Notteri",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
724,"IT",106,"ITTW20SA0000000050","Stagno di Piscinni",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
725,"IT",106,"ITTW20SA0000000051","Stagno di Santa Caterina",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
726,"IT",106,"ITTW20SA0000000052","Pescheria di Nora",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
727,"IT",106,"ITTW20SA0000000053","Punta de S'aliga",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
728,"IT",106,"ITTW20SA0000000054","Stagno delle Saline di Muravera",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
729,"IT",106,"ITTW20SA0000000055","Stangioni su Sali",101,,,False,False,False,04/04/2006,True,True,False,False,"",False,False,False,False,,False
