"aggID","aggState","repID","aggCode","aggName","aggInhabitantsConnectedIAS","aggInhabitantsWithoutTreatment","aggRemarks"
13991,106,498,"ROAG_31841","Tulca",0,2279,"NULL"
13992,106,498,"ROAG_31841_01","Cauasd",0,494,"NULL"
13993,106,498,"ROAG_31921","Uileacu de Beius",0,568,"NULL"
13994,106,498,"ROAG_31921_01","Forau",0,802,"NULL"
13995,106,498,"ROAG_31921_02","Prisaca",0,411,"NULL"
13996,106,498,"ROAG_31921_03","Valanii de Beius",0,269,"NULL"
13997,106,498,"ROAG_31976","Vadu Crisului (Birtin, Topa de Cris)",0,3714,"NULL"
13998,106,498,"ROAG_31976_01","Tomnatic",0,295,"NULL"
13999,106,498,"ROAG_32090","Varciorog",0,1133,"NULL"
14000,106,498,"ROAG_32090_01","Fasca",0,486,"NULL"
14001,106,498,"ROAG_32090_02","Serghis",0,663,"NULL"
14002,106,498,"ROAG_32090_03","Surducel",0,22,"NULL"
14003,106,498,"ROAG_9743","Almas",0,1377,"NULL"
14004,106,498,"ROAG_9743_01","Cil",0,530,"NULL"
14005,106,498,"ROAG_9743_02","Radesti",0,434,"NULL"
14006,106,498,"ROAG_9743_03","Joia Mare",0,191,"NULL"
14007,106,498,"ROAG_9798","Apateu",0,2098,"NULL"
14008,106,498,"ROAG_9798_01","Berechiu",0,799,"NULL"
14009,106,498,"ROAG_9798_02","Motiori",0,279,"NULL"
14010,106,498,"ROAG_9930","Beliu (Tagadau)",0,2182,"NULL"
14011,106,498,"ROAG_9930_01","Benesti",0,99,"NULL"
14012,106,498,"ROAG_9930_02","Bochia",0,66,"NULL"
14013,106,498,"ROAG_9930_03","Vasile Goldis",0,493,"NULL"
14014,106,498,"ROAG_9930_04","Secaci",0,149,"NULL"
14015,106,498,"ROAG_10195","Bocsig",0,2086,"NULL"
14016,106,498,"ROAG_10195_01","Manerau",0,378,"NULL"
14017,106,498,"ROAG_10195_02","Rapsig",0,680,"NULL"
14018,106,498,"ROAG_10293","Buteni",0,2183,"NULL"
14019,106,498,"ROAG_10293_01","Berindia",0,231,"NULL"
14020,106,498,"ROAG_10293_02","Cuied",0,672,"NULL"
14021,106,498,"ROAG_10293_03","Paulin",0,317,"NULL"
14022,106,498,"ROAG_10373","Cermei",0,1690,"NULL"
14023,106,498,"ROAG_10373_01","Avram Iancu_Cermei",0,97,"NULL"
14024,106,498,"ROAG_10373_02","Somosches",0,935,"NULL"
14025,106,498,"ROAG_10514","Covasint",0,2573,"NULL"
14026,106,498,"ROAG_10532","Craiva",0,585,"NULL"
14027,106,498,"ROAG_10532_01","Chislaca",0,699,"NULL"
14028,106,498,"ROAG_10532_02","Ciuntesti",0,155,"NULL"
14029,106,498,"ROAG_10532_03","Coroi",0,163,"NULL"
14030,106,498,"ROAG_10532_04","Maraus",0,314,"NULL"
14031,106,498,"ROAG_10532_05","Rogoz de Beliu",0,159,"NULL"
14032,106,498,"ROAG_10532_06","Stoinesti",0,173,"NULL"
14033,106,498,"ROAG_10532_07","Susag",0,347,"NULL"
14034,106,498,"ROAG_10532_08","Siad",0,251,"NULL"
14035,106,498,"ROAG_10532_09","Talmaci",0,34,"NULL"
14036,105,498,"ROAG_11548","Paulis, Minis, Ghioroc",0,6020,"NULL"
14037,106,498,"ROAG_10872","Ghioroc (Cuvin, Minis) - Paulis",0,5541,"NULL"
14038,106,498,"ROAG_10916","Graniceri",0,1260,"NULL"
14039,106,498,"ROAG_10916_01","Siclau",0,994,"NULL"
14040,106,498,"ROAG_10943","Gurahont",0,1248,"NULL"
14041,106,498,"ROAG_10943_01","Bontesti",0,660,"NULL"
14042,106,498,"ROAG_10943_02","Iosas",0,239,"NULL"
14043,106,498,"ROAG_10943_03","Fenis",0,120,"NULL"
14044,106,498,"ROAG_10943_04","Hontisor",0,326,"NULL"
14045,106,498,"ROAG_10943_05","Mustesti",0,44,"NULL"
14046,106,498,"ROAG_10943_06","Pescari",0,296,"NULL"
14047,106,498,"ROAG_10943_07","Valea Mare",0,82,"NULL"
14048,106,498,"ROAG_10943_08","Zimbru",0,330,"NULL"
14049,106,498,"ROAG_10943_09","Dulcele",0,74,"NULL"
14050,106,498,"ROAG_11058","Halmagiu",0,987,"NULL"
14051,106,498,"ROAG_11058_01","Banesti",0,228,"NULL"
14052,106,498,"ROAG_11058_02","Bodesti",0,131,"NULL"
14053,106,498,"ROAG_11058_03","Brusturi",0,387,"NULL"
14054,106,498,"ROAG_11058_04","Cristesti",0,103,"NULL"
14055,106,498,"ROAG_11058_05","Leasa",0,206,"NULL"
14056,106,498,"ROAG_11058_06","Lestioara",0,42,"NULL"
14057,106,498,"ROAG_11058_07","Poienari",0,198,"NULL"
14058,106,498,"ROAG_11058_08","Tisa (Tarmure, Ionesti)",0,570,"NULL"
14059,106,498,"ROAG_11423","Misca",0,1305,"NULL"
14060,106,498,"ROAG_11423_01","Satu Nou",0,834,"NULL"
14061,106,498,"ROAG_11423_02","Vanatori",0,1410,"NULL"
14062,106,498,"ROAG_11423_03","Zerindu Mic",0,184,"NULL"
14063,106,498,"ROAG_11502","Olari",0,1551,"NULL"
14064,106,498,"ROAG_11502_01","Sintea Mica",0,386,"NULL"
14065,106,498,"ROAG_11735","Pilu",0,1106,"NULL"
14066,106,498,"ROAG_11735_01","Varsand",0,954,"NULL"
14067,106,498,"ROAG_11995","Seleus",0,1867,"NULL"
14068,106,498,"ROAG_11995_01","Iermata",0,435,"NULL"
14069,106,498,"ROAG_11995_02","Moroda",0,742,"NULL"
14070,106,498,"ROAG_12224","Sepreus",0,2481,"NULL"
14071,106,498,"ROAG_12242","Sicula",0,2218,"NULL"
14072,106,498,"ROAG_12242_01","Cherelus",0,949,"NULL"
14073,106,498,"ROAG_12242_02","Gurba",0,1134,"NULL"
14074,106,498,"ROAG_12340","Simand",0,3982,"NULL"
14075,106,498,"ROAG_12055","Sintea Mare",0,1260,"NULL"
14076,106,498,"ROAG_12055_01","Adea",0,1103,"NULL"
14077,106,498,"ROAG_12055_02","Tipar",0,1379,"NULL"
14078,106,498,"ROAG_12368","Siria (Galsa, Masca)",0,8073,"NULL"
14079,106,498,"ROAG_12126","Socodor",0,2367,"NULL"
14080,106,498,"ROAG_12509","Tarnova",0,1667,"NULL"
14081,106,498,"ROAG_12509_01","Agrisu Mare",0,1169,"NULL"
14082,106,498,"ROAG_12509_02","Araneag",0,373,"NULL"
14083,106,498,"ROAG_12509_03","Chier",0,1216,"NULL"
14084,106,498,"ROAG_12509_04","Draut",0,817,"NULL"
14085,106,498,"ROAG_12509_05","Dud",0,693,"NULL"
14086,106,498,"ROAG_12457","Taut",0,756,"NULL"
14087,106,498,"ROAG_12457_01","Minisel",0,163,"NULL"
14088,106,498,"ROAG_12457_02","Minisu de Sus",0,71,"NULL"
14089,106,498,"ROAG_12457_03","Nadas",0,789,"NULL"
14090,106,498,"ROAG_12689","Varfurile",0,752,"NULL"
14091,106,498,"ROAG_12689_01","Avram Iancu_Varfurile",0,634,"NULL"
14092,106,498,"ROAG_12689_02","Grosi",0,91,"NULL"
14093,106,498,"ROAG_12689_03","Lazuri_Varfurile",0,392,"NULL"
14094,106,498,"ROAG_12689_04","Magulicea",0,269,"NULL"
14095,106,498,"ROAG_12689_05","Mermesti",0,175,"NULL"
14096,106,498,"ROAG_12689_06","Poiana_Varfurile",0,168,"NULL"
14097,106,498,"ROAG_12689_07","Vidra",0,234,"NULL"
14098,106,498,"ROAG_12812","Zarand",0,1405,"NULL"
14099,106,498,"ROAG_12812_01","Cintei",0,1272,"NULL"
14100,106,498,"ROAG_9459","Chisineu-Cris",0,3203,"NULL"
14101,106,498,"ROAG_9459_01","Nadab",0,1793,"NULL"
14102,106,498,"ROAG_9538","Ineu",0,7968,"NULL"
14103,106,498,"ROAG_9654","Pancota",0,4324,"NULL"
14104,106,498,"ROAG_9654_01","Maderat",0,1420,"NULL"
14105,106,498,"ROAG_12091","Santana ",0,9818,"NULL"
14106,106,498,"ROAG_12091_01","Caporal Alexa",0,1294,"NULL"
14107,106,498,"ROAG_9690","Sebis",0,2443,"NULL"
14108,106,498,"ROAG_9690_01","Prunisor",0,543,"NULL"
14109,106,498,"ROAG_9690_02","Donceni",0,159,"NULL"
14110,106,498,"ROAG_9690_03","Salajeni",0,194,"NULL"
14111,106,498,"ROAG_87291","Brad (Taratel, Valea Arsului, Criscior, Bucuresci)",23,6624,"NULL"
14112,106,498,"ROAG_87291_01","Mesteacan",0,526,"NULL"
14113,106,498,"ROAG_87291_02","Potingani",0,19,"NULL"
14114,106,498,"ROAG_87291_03","Ruda-Brad",0,181,"NULL"
14115,105,498,"ROAG_88868","Bucuresci",0,3304,"NULL"
14116,106,498,"ROAG_88868_01","Curechiu",0,336,"NULL"
14117,106,498,"ROAG_88868_02","Merisor",0,96,"NULL"
14118,106,498,"ROAG_88868_03","Rovina",0,154,"NULL"
14119,106,498,"ROAG_88868_04","Sesuri",0,405,"NULL"
14120,105,498,"ROAG_87362","Criscior",0,1672,"NULL"
14121,106,498,"ROAG_87362_01","Barza",0,168,"NULL"
14122,106,498,"ROAG_87362_02","Valea Arsului",0,46,"NULL"
14123,106,498,"ROAG_87362_03","Zdrapti",0,857,"NULL"
14124,106,498,"ROAG_87745","Baia de Cris",0,703,"NULL"
14125,106,498,"ROAG_87745_01","Baldovin",0,100,"NULL"
14126,106,498,"ROAG_87745_02","Caraci",0,42,"NULL"
14127,106,498,"ROAG_87745_03","Carastau",0,203,"NULL"
14128,106,498,"ROAG_87745_04","Lunca_Baia de Cris",0,270,"NULL"
14129,106,498,"ROAG_87745_05","Risca",0,240,"NULL"
14130,106,498,"ROAG_87745_06","Risculita",0,379,"NULL"
14131,106,498,"ROAG_87745_07","Tebea",0,663,"NULL"
14132,106,498,"ROAG_87745_08","Valeni",0,11,"NULL"
14133,106,498,"ROAG_88788","Buces",0,154,"NULL"
14134,106,498,"ROAG_88788_01","Buces-Vulcan",0,231,"NULL"
14135,106,498,"ROAG_88788_02","Dupapiatra",0,186,"NULL"
14136,106,498,"ROAG_88788_03","Grohotele",0,224,"NULL"
14137,106,498,"ROAG_88788_04","Mihaileni",0,472,"NULL"
14138,106,498,"ROAG_88788_05","Stanija",0,402,"NULL"
14139,106,498,"ROAG_88788_06","Tarnita",0,292,"NULL"
14140,106,498,"ROAG_90208","Luncoiu de Jos (Luncoiu de Sus, Stejarel)",0,1449,"NULL"
14141,106,498,"ROAG_90208_01","Dudesti",0,73,"NULL"
14142,106,498,"ROAG_90208_02","Podele",0,293,"NULL"
14143,106,498,"ROAG_91795","Vata de Jos",0,360,"NULL"
14144,106,498,"ROAG_91795_01","Basarabasa",0,230,"NULL"
14145,106,498,"ROAG_91795_02","Birtin",0,284,"NULL"
14146,106,498,"ROAG_91795_03","Brotuna",0,260,"NULL"
14147,106,498,"ROAG_91795_04","Cazanesti",0,208,"NULL"
14148,106,498,"ROAG_91795_05","Ciungani",0,270,"NULL"
14149,106,498,"ROAG_91795_06","Ociu",0,261,"NULL"
14150,106,498,"ROAG_91795_07","Ocisor",0,201,"NULL"
14151,106,498,"ROAG_91795_08","Pravaleni",0,290,"NULL"
14152,106,498,"ROAG_91795_09","Prihodiste (Tatarastii de Cris)",0,386,"NULL"
14153,106,498,"ROAG_91795_10","Tarnava de Cris",0,545,"NULL"
14154,106,498,"ROAG_91795_11","Vata de Sus",0,273,"NULL"
14155,106,498,"ROAG_55446","Huedin (Domosu, Horlacea)",0,2198,"NULL"
14156,106,498,"ROAG_56461","Calatele",0,1039,"NULL"
14157,106,498,"ROAG_56461_01","Calata-Valeni",0,660,"NULL"
14158,106,498,"ROAG_56461_02","Finciu",0,146,"NULL"
14159,106,498,"ROAG_57163","Ciucea",0,1427,"NULL"
14160,106,498,"ROAG_59041","Poieni -UAT Poieni",0,1082,"NULL"
14161,106,498,"ROAG_59041_01","Bologa",0,583,"NULL"
14162,106,498,"ROAG_59041_02","Valea Draganului",0,1466,"NULL"
14163,106,498,"ROAG_59041_03","Hodisu",0,405,"NULL"
14164,106,498,"ROAG_59041_04","Lunca Visagului",0,284,"NULL"
14165,106,498,"ROAG_59041_05","Morlaca",0,688,"NULL"
14166,106,498,"ROAG_59041_06","Tranisu",0,334,"NULL"
14167,106,498,"ROAG_59434","Sancraiu (Alunisi, Braisoru)",0,128,"NULL"
14168,106,498,"ROAG_141312","Halmasd (Aleus, Drighiu)",0,1796,"NULL"
14169,106,498,"ROAG_141312_01","Cerisa",0,582,"NULL"
14170,106,498,"ROAG_141312_02","Fufez",0,15,"NULL"
14171,106,498,"ROAG_141722","Ip",0,3648,"NULL"
14172,106,498,"ROAG_141946","Marca (Marca Huta)",0,1295,"NULL"
14173,106,498,"ROAG_141946_01","Sumal (Lesmir, Port)",0,1247,"NULL"
14174,106,498,"ROAG_142239","Nusfalau",0,3214,"NULL"
14175,106,498,"ROAG_142337","Plopis",0,948,"NULL"
14176,106,498,"ROAG_142337_01","Fagetu",0,745,"NULL"
14177,106,498,"ROAG_142337_02","Iaz",0,712,"NULL"
14178,106,498,"ROAG_142952","Valcau de Jos (Valcau de Sus, Subcetate)",0,1991,"NULL"
14179,106,498,"ROAG_142952_01","Lazuri_Valcau",0,236,"NULL"
14180,106,498,"ROAG_142952_02","Preoteasa",0,624,"NULL"
14181,106,498,"ROAG_136642","Tasnad",0,4281,"NULL"
14182,106,498,"ROAG_136642_01","Blaja",0,204,"NULL"
14183,106,498,"ROAG_136642_02","Cig",0,413,"NULL"
14184,106,498,"ROAG_136642_03","Sarauad",0,1013,"NULL"
14185,106,498,"ROAG_136642_04","Ratiu",0,28,"NULL"
14186,106,498,"ROAG_136642_05","Valea Morii",0,192,"NULL"
14187,106,498,"ROAG_136768","Andrid",0,1187,"NULL"
14188,106,498,"ROAG_136768_01","Dindesti (Irina)",0,1319,"NULL"
14189,106,498,"ROAG_137292","Cauas",0,684,"NULL"
14190,106,498,"ROAG_137292_01","Ady Endre",0,124,"NULL"
14191,106,498,"ROAG_137292_02","Ghenci",0,1193,"NULL"
14192,106,498,"ROAG_137292_03","Ghilesti",0,96,"NULL"
14193,106,498,"ROAG_137292_04","Hotoan",0,180,"NULL"
14194,106,498,"ROAG_137292_05","Radulesti",0,111,"NULL"
14195,106,498,"ROAG_137363","Cehal",0,772,"NULL"
14196,106,498,"ROAG_137363_01","Cehalut",0,603,"NULL"
14197,106,498,"ROAG_137363_02","Orbau",0,219,"NULL"
14198,106,498,"ROAG_138538","Pir",0,1400,"NULL"
14199,106,498,"ROAG_138538_01","Piru nou",0,76,"NULL"
14200,106,498,"ROAG_138538_02","Sarvazel",0,138,"NULL"
14201,106,498,"ROAG_138574","Piscolt",0,2252,"NULL"
14202,106,498,"ROAG_138574_01","Resighea",0,453,"NULL"
14203,106,498,"ROAG_138574_02","Scarisoara Noua",0,456,"NULL"
14204,106,498,"ROAG_138734","Santau",0,1651,"NULL"
14205,106,498,"ROAG_138734_01","Chereusa",0,538,"NULL"
14206,106,498,"ROAG_138734_02","Sudurau",0,188,"NULL"
14207,106,498,"ROAG_139107","Tiream",0,1535,"NULL"
14208,106,498,"ROAG_139107_01","Vezendiu (Portita)",0,691,"NULL"
14209,106,498,"ROAG_60428","Constanta   ",0,2839,"NULL"
14210,106,498,"ROAG_60491","Mangalia   ",0,1091,"NULL"
14211,106,498,"ROAG_60856","Medgidia  ",0,3041,"NULL"
14212,106,498,"ROAG_60856_01","Valea Dacilor",0,1415,"NULL"
14213,106,498,"ROAG_60856_02","Remus Opreanu",0,349,"NULL"
14214,106,498,"ROAG_60516","N├úvodari ",0,4947,"NULL"
14215,106,498,"ROAG_60464","Eforie ",0,1042,"NULL"
14216,106,498,"ROAG_60785","Cernavod├ú",0,3234,"NULL"
14217,106,498,"ROAG_62379","Murfatlar ",0,3840,"NULL"
14218,106,498,"ROAG_62379_01","Siminoc",0,1072,"NULL"
14219,106,498,"ROAG_60696","Ovidiu ",0,1425,"NULL"
14220,106,498,"ROAG_60696_01","Poiana",0,896,"NULL"
14221,106,498,"ROAG_60810","H├ór┬║ova ",0,9254,"NULL"
14222,106,498,"ROAG_60810_01","Vadu Oii",0,388,"NULL"
14223,106,498,"ROAG_62208","Mihail Kog├úlniceanu ",0,4326,"NULL"
14224,106,498,"ROAG_62208_01","Piatra",0,1283,"NULL"
14225,106,498,"ROAG_62208_02","Palazu Mic",0,376,"NULL"
14226,106,498,"ROAG_61639","Cump├úna ",0,10853,"NULL"
14227,106,498,"ROAG_62770","Poarta Alb├ú",0,2829,"NULL"
14228,106,498,"ROAG_62770_01","Nazarcea",0,571,"NULL"
14229,106,498,"ROAG_63134","Valu lui Traian",0,9000,"NULL"
14230,106,498,"ROAG_60543","Techirghiol",0,4594,"NULL"
14231,106,498,"ROAG_60703","Lumina ",0,7567,"NULL"
14232,106,498,"ROAG_60703_01","Oituz",0,715,"NULL"
14233,106,498,"ROAG_60703_02","Sibioara",0,433,"NULL"
14234,106,498,"ROAG_60749","Costine┬║ti",0,545,"NULL"
14235,106,498,"ROAG_60730","Tuzla",0,5033,"NULL"
14236,106,498,"ROAG_63269","Agigea ",0,3335,"NULL"
14237,106,498,"ROAG_63269_01","Lazu",0,1613,"NULL"
14238,106,498,"ROAG_61327","Cobadin ",0,6483,"NULL"
14239,106,498,"ROAG_61327_01","Viisoara",0,1492,"NULL"
14240,106,498,"ROAG_61327_02","Negresti",0,418,"NULL"
14241,106,498,"ROAG_61327_03","Conacu",0,382,"NULL"
14242,106,498,"ROAG_61327_04","Curcani",0,4,"NULL"
14243,106,498,"ROAG_60641","Limanu",0,6270,"NULL"
14244,106,498,"ROAG_63081","Topraisar ",0,3238,"NULL"
14245,106,498,"ROAG_63081_01","Biruinta",0,765,"NULL"
14246,106,498,"ROAG_63081_02","Movilita",0,1010,"NULL"
14247,106,498,"ROAG_63081_03","Potarnichea",0,520,"NULL"
14248,106,498,"ROAG_61381","Cogealac",0,3081,"NULL"
14249,106,498,"ROAG_61381_01","Tariverde",0,1075,"NULL"
14250,106,498,"ROAG_61381_02","Ramnicu de Jos",0,607,"NULL"
14251,106,498,"ROAG_61381_03","Gura Dobrogei",0,155,"NULL"
14252,106,498,"ROAG_61381_04","Ramnicu de Sus",0,121,"NULL"
14253,106,498,"ROAG_62404","Negru Vod├ú",0,2292,"NULL"
14254,106,498,"ROAG_62404_01","Darabani",0,650,"NULL"
14255,106,498,"ROAG_62404_02","Graniceru",0,47,"NULL"
14256,106,498,"ROAG_62404_03","Valcelele",0,270,"NULL"
14257,106,498,"ROAG_60605","23 August ",0,5483,"NULL"
14258,106,498,"ROAG_62547","Ostrov",0,2666,"NULL"
14259,106,498,"ROAG_62547_01","Almalau",0,827,"NULL"
14260,106,498,"ROAG_62547_02","Galita",0,773,"NULL"
14261,106,498,"ROAG_62547_03","Garlita",0,335,"NULL"
14262,106,498,"ROAG_62547_04","Esechioi",0,281,"NULL"
14263,106,498,"ROAG_62547_05","Bugeac",0,187,"NULL"
14264,106,498,"ROAG_61130","Castelu ",0,2952,"NULL"
14265,106,498,"ROAG_61130_01","Nisipari",0,1904,"NULL"
14266,106,498,"ROAG_62459","Nicolae B├úlcescu",0,3066,"NULL"
14267,106,498,"ROAG_62459_01","Doroban├żu ",0,1691,"NULL"
14268,106,498,"ROAG_62299","Mircea Vod├ú",0,1922,"NULL"
14269,106,498,"ROAG_62299_01","Satu Nou",0,2862,"NULL"
14270,106,498,"ROAG_62299_02","?ibrinu",0,90,"NULL"
14271,106,498,"ROAG_62299_03","Gherghina",0,12,"NULL"
14272,106,498,"ROAG_61522","Corbu",0,5689,"NULL"
14273,106,498,"ROAG_61078","B├úneasa ",0,4108,"NULL"
14274,106,498,"ROAG_61078_01","Faurei",0,1276,"NULL"
14275,106,498,"ROAG_62805","Rasova        ",0,2558,"NULL"
14276,106,498,"ROAG_62805_01","Cochirleni",0,1204,"NULL"
14277,106,498,"ROAG_61149","Cuza Vod├ú",0,3586,"NULL"
14278,106,498,"ROAG_62262","Mihai Viteazu",0,1799,"NULL"
14279,106,498,"ROAG_62262_01","Sinoe",0,1445,"NULL"
14280,106,498,"ROAG_60954","Albe┬║ti",0,1294,"NULL"
14281,106,498,"ROAG_60954_01","Cotu Vaii",0,1067,"NULL"
14282,106,498,"ROAG_60954_02","Arsa",0,678,"NULL"
14283,106,498,"ROAG_60954_03","Vartop",0,257,"NULL"
14284,106,498,"ROAG_60954_04","Coroana",0,132,"NULL"
14285,106,498,"ROAG_61265","Ciobanu",0,2907,"NULL"
14286,106,498,"ROAG_61265_01","Miorita",0,316,"NULL"
14287,106,498,"ROAG_62716","Pe┬║tera",0,1725,"NULL"
14288,106,498,"ROAG_62716_01","Izvoru Mare",0,665,"NULL"
14289,106,498,"ROAG_62716_02","Ivrinezu Mare",0,486,"NULL"
14290,106,498,"ROAG_62716_03","Ivrinezu Mic",0,410,"NULL"
14291,106,498,"ROAG_62716_04","Veteranu",0,21,"NULL"
14292,106,498,"ROAG_61229","Chirnogeni",0,1789,"NULL"
14293,106,498,"ROAG_61229_01","Plopeni",0,1178,"NULL"
14294,106,498,"ROAG_61229_02","Credinta",0,316,"NULL"
14295,106,498,"ROAG_62681","Pecineaga",0,2936,"NULL"
14296,106,498,"ROAG_62681_01","Vanatori",0,253,"NULL"
14297,106,498,"ROAG_62066","Lipni├ża",0,986,"NULL"
14298,106,498,"ROAG_62066_01","Coslugea",0,774,"NULL"
14299,106,498,"ROAG_62066_02","Canlia",0,521,"NULL"
14300,106,498,"ROAG_62066_03","Carvan",0,466,"NULL"
14301,106,498,"ROAG_62066_04","Cuiugiuc",0,209,"NULL"
14302,106,498,"ROAG_62066_05","Izvoarele",0,118,"NULL"
14303,106,498,"ROAG_62066_06","Goruni",0,94,"NULL"
14304,106,498,"ROAG_61568","Crucea",0,1056,"NULL"
14305,106,498,"ROAG_61568_01","Stupina",0,635,"NULL"
14306,106,498,"ROAG_61568_02","Baltagesti",0,428,"NULL"
14307,106,498,"ROAG_61568_03","Crisan",0,324,"NULL"
14308,106,498,"ROAG_61568_04","Galbiori",0,290,"NULL"
14309,106,498,"ROAG_61568_05","Siriu",0,212,"NULL"
14310,106,498,"ROAG_61880","Independen├ża ",0,1270,"NULL"
14311,106,498,"ROAG_61880_01","Movila Verde",0,711,"NULL"
14312,106,498,"ROAG_61880_02","Olteni",0,416,"NULL"
14313,106,498,"ROAG_61880_03","Tufani",0,362,"NULL"
14314,106,498,"ROAG_61880_04","Fantana Mare",0,362,"NULL"
14315,106,498,"ROAG_61746","Dobromir",0,966,"NULL"
14316,106,498,"ROAG_61746_01","Valeni",0,783,"NULL"
14317,106,498,"ROAG_61746_02","Lespezi",0,547,"NULL"
14318,106,498,"ROAG_61746_03","Dobromiru din Deal",0,365,"NULL"
14319,106,498,"ROAG_61746_04","Cetatea",0,225,"NULL"
14320,106,498,"ROAG_61746_05","Padureni",0,145,"NULL"
14321,106,498,"ROAG_61292","Cioc├órlia",0,1771,"NULL"
14322,106,498,"ROAG_61292_01","Ciocarlia de Sus",0,1449,"NULL"
14323,106,498,"ROAG_61014","Aliman",0,745,"NULL"
14324,106,498,"ROAG_61014_01","Vlahii",0,544,"NULL"
14325,106,498,"ROAG_61014_02","Dunareni",0,1465,"NULL"
14326,106,498,"ROAG_61014_03","Floriile",0,122,"NULL"
14327,106,498,"ROAG_62495","Oltina",0,1700,"NULL"
14328,106,498,"ROAG_62495_01","Razoarele",0,654,"NULL"
14329,106,498,"ROAG_62495_02","Satu Nou",0,230,"NULL"
14330,106,498,"ROAG_62495_03","Strunga",0,9,"NULL"
14331,106,498,"ROAG_61853","Ghind├úre┬║ti",0,1973,"NULL"
14332,106,498,"ROAG_63090","Amzacea",0,1369,"NULL"
14333,106,498,"ROAG_63090_01","General Scarisoreanu",0,932,"NULL"
14334,106,498,"ROAG_63090_02","Casicea",0,411,"NULL"
14335,106,498,"ROAG_62039","Istria ",0,1343,"NULL"
14336,106,498,"ROAG_62039_01","Nuntasi",0,1100,"NULL"
14337,106,498,"ROAG_61684","Deleni",0,414,"NULL"
14338,106,498,"ROAG_61684_01","Pietreni",0,845,"NULL"
14339,106,498,"ROAG_61684_02","Petrosani",0,563,"NULL"
14340,106,498,"ROAG_61684_03","Sipotele",0,566,"NULL"
14341,106,498,"ROAG_62146","Mereni",0,1283,"NULL"
14342,106,498,"ROAG_62146_01","Osmancea",0,624,"NULL"
14343,106,498,"ROAG_62146_02","Ciobanita",0,296,"NULL"
14344,106,498,"ROAG_62146_03","Miristea",0,24,"NULL"
14345,106,498,"ROAG_60892","Adamclisi ",0,1113,"NULL"
14346,106,498,"ROAG_60892_01","Zorile",0,623,"NULL"
14347,106,498,"ROAG_60892_02","Urluia",0,393,"NULL"
14348,106,498,"ROAG_60892_03","Abrud",0,88,"NULL"
14349,106,498,"ROAG_60892_04","Hateg Afumati",0,33,"NULL"
14350,106,498,"ROAG_62887","S├úcele ",0,2042,"NULL"
14351,106,498,"ROAG_62887_01","Traian",0,59,"NULL"
14352,106,498,"ROAG_62912","Seimeni",0,498,"NULL"
14353,106,498,"ROAG_62912_01","Seimenii Mici",0,823,"NULL"
14354,106,498,"ROAG_62912_02","Dunarea",0,702,"NULL"
14355,106,498,"ROAG_61960","Ion Corvin",0,575,"NULL"
14356,106,498,"ROAG_61960_01","Viile",0,1000,"NULL"
14357,106,498,"ROAG_61960_02","Raristea",0,281,"NULL"
14358,106,498,"ROAG_61960_03","Crangu",0,121,"NULL"
14359,106,498,"ROAG_61960_04","Brebeni",0,19,"NULL"
14360,106,498,"ROAG_62994","T├órgu┬║or ",0,1271,"NULL"
14361,106,498,"ROAG_62994_01","Mireasa",0,345,"NULL"
14362,106,498,"ROAG_159623","Tulcea",0,73707,"NULL"
14363,106,498,"ROAG_159669","Babadag",0,5632,"NULL"
14364,106,498,"ROAG_159696","Isaccea",0,3317,"NULL"
14365,106,498,"ROAG_159749","Macin",0,3298,"NULL"
14366,106,498,"ROAG_159776","Sulina",0,3663,"NULL"
14367,106,498,"ROAG_159794","Baia",0,938,"NULL"
14368,106,498,"ROAG_159856","Beidaud",0,1608,"NULL"
14369,106,498,"ROAG_159954","Carcaliu",0,2457,"NULL"
14370,106,498,"ROAG_159972","Casimcea",0,2976,"NULL"
14371,106,498,"ROAG_160109","Ceamurlia de Jos",0,2163,"NULL"
14372,106,498,"ROAG_160136","Cerna",0,3529,"NULL"
14373,106,498,"ROAG_160181","Chilia Veche",0,2132,"NULL"
14374,106,498,"ROAG_160234","Ciucurova",0,1977,"NULL"
14375,106,498,"ROAG_160314","Daeni",0,2016,"NULL"
14376,106,498,"ROAG_160332","Dorobantu",0,1429,"NULL"
14377,106,498,"ROAG_160396","Frecatei",0,3426,"NULL"
14378,106,498,"ROAG_160449","Greci",0,5117,"NULL"
14379,106,498,"ROAG_160573","Izvoarele",0,2049,"NULL"
14380,106,498,"ROAG_160626","Jijila",0,5312,"NULL"
14381,106,498,"ROAG_160653","Jurilovca",0,2755,"NULL"
14382,106,498,"ROAG_160699","Luncavita",0,4032,"NULL"
14383,106,498,"ROAG_160733","Mahmudia",0,2341,"NULL"
14384,106,498,"ROAG_160840","Mihai Bravu",0,2356,"NULL"
14385,106,498,"ROAG_160886","Mihail Kogalniceanu",0,1805,"NULL"
14386,106,498,"ROAG_160920","Murighiol",0,3024,"NULL"
14387,106,498,"ROAG_161044","Niculitel",0,3438,"NULL"
14388,106,498,"ROAG_161062","Nufaru",0,2273,"NULL"
14389,106,498,"ROAG_161115","Ostrov",0,1925,"NULL"
14390,106,498,"ROAG_161160","Peceneaga",0,1569,"NULL"
14391,106,498,"ROAG_161188","Sarichioi",0,5856,"NULL"
14392,106,498,"ROAG_161268","Slava Cercheza",0,1666,"NULL"
