ReportNetEnvelopeFileId,flarepCode,aggCode,aggName,flaggComments,flaggEUFund,flaggEUFundName,flaggExpecDateCompletion,flaggExpecDateStart,flaggExpecDateStartWork,flaggExpLoad,flaggExpLoadColl,flaggExpLoadIAS,flaggInv,flaggLoan,flaggLoanName,flaggMeasures,flaggOtherFund,flaggOtherFundName,flaggReasons,flaggStatus
48957,BG2020,BGAG63207_00,Rudozem,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,3.46,,,Replacement of IAS with collection system,3.46,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG59077_00,Parvomay,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,3.96,,,Building of a collecting system or IAS,3.96,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG06306_00,Breznitsa,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,1.6,,,Building of a collecting system or IAS,1.6,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG70723_00,Selanovtsi,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,12.05,,,Building of a collecting system or IAS,12.05,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG72709_00,Topoli,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,2.68,,,Replacement of IAS with collection system,2.68,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG66425_00,Silistra,Project in progress,10.86,Cohesion fund,20231231,20191231,20191231,0,98,2,12.78,,,"Replacement of IAS with collection system, rehalilitation or reconstruction of existing collecting system",1.92,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system",C
48957,BG2020,BGAG65766_00,Svishtov,Project to be implemented after development of regional feasibility study,0.08,Cohesion fund,20291231,20241231,20251231,0,98,2,0.1,,,"Replacement of IAS with collecting system, rehalilitation or reconstruction of existing collecting system",0.02,Flag Fund/National budget/own funds,"Need of replacement of IAS with collecting system, Obsolesence of collection system",C
48957,BG2020,BGAG56126_00,Petrich,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,0.86,,,"Replacement of IAS by collection, renewal or reconstruction of the collecting system",0.86,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG57491_00,Pomorie,Project proposal in assessment procedure,1.41,Cohesion fund,20231231,20201231,20211231,0,98,2,1.66,,,Renewal or reconstruction of the collecting system,0.25,Flag Fund/National budget/own funds,Obsolesence of collection system,C
48957,BG2020,BGAG67800_00,Sozopol,Project proposal in assessment procedure,2.16,Cohesion fund,20231231,20201231,20211231,0,98,2,2.54,,,"Replacement of IAS with collecting system, rehabilitation or reconstruction of existing collecting system",0.38,Flag Fund/National budget/own funds,"Need of replacement of IAS with collecting system, Obsolesence of collection system",C
48957,BG2020,BGAG03928_00,Berkovitsa,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,1.73,,,Building of a collecting system or IAS,1.73,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG38902_00,Kostenets,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,1.39,,,Building of a collecting system or IAS,1.39,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG59032_00,Parvenets,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,9.39,,,Replacement of IAS with collection system,9.39,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG67088_00,Slavyanovo,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,13.35,,,Building of a collecting system or IAS,13.35,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG61577_00,Radomir,Project in progress,3.06,Cohesion fund,20231231,20191231,20191231,0,98,2,3.6,,,"Replacement of IAS with collection system, rehalilitation or reconstruction of existing collecting system",0.54,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system",C
48957,BG2020,BGAG02508_00,Balchik,Project proposal in assessment procedure,2.98,Cohesion fund,20291231,20241231,20251231,0,98,2,3.5,,,Replacement of IAS with collection system,0.52,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG38978_00,Kostinbrod,Project to be implemented after development of regional feasibility study,1.3,Cohesion fund,20291231,20241231,20251231,0,98,2,1.53,,,Replacement of IAS with collection system,0.23,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG32901_00,Ihtiman,Project to be implemented after development of regional feasibility study,3.14,Cohesion fund,20291231,20241231,20251231,0,98,2,3.69,,,Replacement of IAS with collection system,0.55,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG35064_00,Kavarna,Project proposal in assessment procedure,4.99,Cohesion fund,20291231,20241231,20251231,0,98,2,5.87,,,Replacement of IAS with collection system,0.88,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG32874_00,Isperih,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,0.99,,,Replacement of IAS with collection system,0.99,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG44094_00,Lozenets,Project proposal in assessment procedure,0.28,Cohesion fund,20231231,20201231,20211231,0,98,2,0.33,,,Renewal or reconstruction of the collecting system,0.05,Flag Fund/National budget/own funds,Obsolesence of collection system,C
48957,BG2020,BGAG61813_00,Razlog,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,3.81,,,Replacement of IAS with collection system,3.81,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG52009_00,Novi pazar,Project in progress,0.09,Cohesion fund,20231231,20191231,20191231,0,98,2,0.11,,,"Replacement of IAS with collection system, Renewal or reconstruction of the collecting system",0.02,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system",C
48957,BG2020,BGAG47714_00,Mezdra,Project in progress,0.44,Cohesion fund,20231231,20191231,20191231,0,98,2,0.52,,,"Replacement of IAS with collection system, rehalilitation or reconstruction of existing CS",0.08,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system , Obsolesence of collection system",C
48957,BG2020,BGAG69660_00,Straldzha,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,22.59,,,Building of a collecting system or IAS,22.59,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG47278_00,Simeonovgrad,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,17.95,,,Building of a collecting system or IAS,17.95,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG31111_00,Zlatograd,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,3.95,,,Replacement of IAS with collection system,3.95,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG70528_00,Saedinenie,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,22.32,,,Building of a collecting system or IAS,22.32,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG05027_00,Bozhurishte,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,4.08,,,Building of a collecting system or IAS,4.08,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG22006_00,Dolna Banya,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,1.34,,,Building of a collecting system or IAS,1.34,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG55419_00,Pancharevo,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20251231,0,98,2,6.84,,,Building of a collecting system or IAS,6.84,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG04234_00,Bistritsa,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20251231,0,98,2,8.7,,,Building of a collecting system or IAS,8.7,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG04501_00,Bobov dol,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,24.95,,,Building of a collecting system or IAS,24.95,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG40292_00,Kran,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,5.78,,,Building of a collecting system or IAS,5.78,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG39089_00,Kochan,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,1.81,,,Building of a collecting system or IAS,1.81,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG15151_00,Glodzhevo,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,11.67,,,Building of a collecting system or IAS,11.67,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG83017_00,Shabla,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,9.74,,,Replacement of IAS with collection system,9.74,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,NC
48957,BG2020,BGAG49494_00,Maglizh,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,11.76,,,Building of a collecting system or IAS,11.76,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG51723_00,Nikopol,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,11.4,,,Building of a collecting system or IAS,11.4,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG62640_00,Ribnovo,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,1.45,,,Building of a collecting system or IAS,1.45,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG35496_00,Kalofer,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,0.89,,,Building of a collecting system or IAS,0.89,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG72816_00,Topolchane,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,10.89,,,Building of a collecting system or IAS,10.89,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG03592_00,Belovo,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,1,,,Building of connection to collecting system,1,Flag Fund/National budget/own funds,"Sewage system in place, no connection to sewage",NC
48957,BG2020,BGAG06505_00,Brestovitsa,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,11.82,,,Building of a collecting system or IAS,11.82,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG06999_00,Bukovlak,"Project under implementation, 'early bird'",3.55,Cohesion fund,20201231,20170331,20170630,98,98,2,4.18,,,Replacement of IAS with collection system,0.63,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG02837_01,Iazovir Batak,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,8.9,,,Building of a collecting system or IAS,8.9,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG70247_00,Sungurlare,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,6.97,,,Building of a collecting system or IAS,6.97,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG70648_00,Sarnitsa,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,2.07,,,Building of a collecting system or IAS,2.07,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG72789_00,Topolovo,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,4.12,,,Building of a collecting system or IAS,4.12,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG32024_00,Ivaylovgrad,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,1.02,,,Building of a collecting system or IAS,1.02,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48957,BG2020,BGAG77308_00,Tsar Kaloyan,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,12.46,,,Building of a collecting system or IAS,12.46,Flag Fund/National budget/own funds,Absence of collection and IAS,NC
48032,EL_UWWTD_2020,EL24200301,AMARYNTHOS,,1.275,Cohesion fund (CF),20211231,20111231,20161231,10096,100,0,1.5,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL24400401,AMFIKLIA,,0.5525,Cohesion fund (CF),20271231,20221231,20231231,3629,100,0,0.65,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL30007001,ANAVYSSOS,,19.9495,Cohesion fund (CF),20271231,20221231,20231231,6850,100,0,23.47,,,Completion of needed studies. Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL30007201,ANIXI,,3.9525,Cohesion fund (CF),20231231,20111231,20161231,6466,100,0,4.65,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL42100701,ANTIMACHIA,,1.3005,Cohesion fund (CF),20231231,20111231,20161231,2475,100,0,1.53,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL42201801,APOLLONIA,,4.1395,Cohesion fund (CF),20231231,20161231,20161231,5000,100,0,4.87,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL24400702,ARKITSA,,13.668,Cohesion fund (CF),20231231,20161231,20161231,3179,100,0,16.08,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL12700301,ARNEA,,4.284,Cohesion fund (CF),20231231,20111231,20161231,2357,100,0,5.04,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL30005101,ARTEMIDA,,59.347,Cohesion fund (CF),20251231,20191231,20211231,28000,100,0,69.82,,,Completion of needed studies. Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL25300302,ASSOS,,7.65,Cohesion fund (CF),20271231,20221231,20231231,3000,100,0,9,,,Completion of needed studies. Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL42101201,KARPATHOS,,0.4845,Cohesion fund (CF),20231231,20111231,20161231,7911,100,0,0.57,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL12400804,KARYOTISSA,,2.6435,Cohesion fund (CF),20231231,20111231,20161231,2000,100,0,3.11,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL142018011,KATO SOTIRITSA,,0.442,Cohesion fund (CF),20231231,20111231,20161231,2250,100,0,0.52,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL23102103,KATOCHI,,1.0625,Cohesion fund (CF),20231231,20111231,20170723,2780,100,0,1.25,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL42100703,KEFALOS,,2.5925,Cohesion fund (CF),20231231,20111231,20161231,2193,100,0,3.05,,,Construction of collecting system,,,Absence of collecting system,NC
48032,EL_UWWTD_2020,EL23201811,LOGOS,,7.14,Cohesion fund (CF),20251231,20191231,20211231,3597,100,0,8.4,,,Completion of needed studies. Construction of collecting system,,,Absence of collecting system,NC
49040,HR_Art17_2018,HRAG_0004037,Ivanić Grad,,18.53,CF,20241031,20210930,20211031,17368,,,28.2,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,NC
49040,HR_Art17_2018,HRAG_0007029,Ivankovo,,5.01,CF,20210617,20181218,20190117,8257,,,7.07,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0001031,Jadranovo,,0.35,CF,20271231,20231231,20240331,4474,,,0.94,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0101060,Jakovlje,,1.11,CF,20271231,20231231,20240331,3930,,,2.07,,,building or renewal of the collecting system and/or IAS,,,zero connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0005018,Jalžabet,,1.33,CF,20271231,20231231,20240331,3138,,,2.74,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0001032,Janjina,,1.73,CF,20271231,20231231,20240331,2056,,,2.86,,,building or renewal of the collecting system and/or IAS,,,zero connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0007061,Jarmina,,0.65,CF,20271231,20231231,20240331,2458,,,1.13,,,building or renewal of the collecting system and/or IAS,,,zero connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0004039,Jastrebarsko,,2.17,CF,20201027,20170508,20171027,12599,,,3,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0101207,Jelsa-Vrboska,,14.26,CF,20231130,20200830,20200915,9000,,,20.87,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0002002,Josipdol,,1.15,CF,20271231,20231231,20240331,2560,,,1.86,,,building or renewal of the collecting system and/or IAS,,,zero connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0001034,Kali,,0.81,CF,20251231,20220630,20220731,2909,,,1.27,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0003056,Kanfanar,,0.64,CF,20271231,20231231,20240331,2800,,,1.2,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0006040,Kaptol,,1.23,CF,20271231,20231231,20240331,2271,,,2,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
49040,HR_Art17_2018,HRAG_0001036,Karlobag,,0.16,CF,20271231,20231231,20240331,2087,,,0.26,,,building or renewal of the collecting system and/or IAS,,,partly connection to sewer network,PD
48957,BG2020,BGAG68134_00,Sofia,Project to be implemented after regional feasibility study,287.94,Cohesion fund,20291231,20241231,20251231,0,100,0,338.75,,,"Replacement of IAS with collection system, connection to existing UWWTP",50.81,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Partially not connected load to WWTP",C
48957,BG2020,BGAG10135_00,Varna,Project in progress,17.94,Cohesion fund,20231231,20191009,20201231,0,99.5,0.5,21.1,,,"Replacement of IAS with collection system, Renewal or reconstruction of the collecting system, connection to existing UWWTP",3.16,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system, Partially not connected load to WWTP",C
48957,BG2020,BGAG56784_00,Plovdiv,Project in progress,27.97,Cohesion fund,20231231,20190912,20191231,0,99.5,0.5,32.9,,,"Replacement of IAS with collection system, Renewal or reconstruction of the collecting system",4.93,Flag Fund/National budget/own funds,Obsolesence of collection system,C
48957,BG2020,BGAG51500_00,Nesebar-Ravda-Slanchev bryag,Project proposal in assessment procedure,1.61,Cohesion fund,20231231,20201231,20211231,0,100,0,1.89,,,"Replacement of IAS with collection system, Renewal or reconstruction of the collecting system, connection to existing UWWTP",0.28,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system, discharge of untreated water",C
48957,BG2020,BGAG68850_00,Stara Zagora,Project in progress,7.79,Cohesion fund,20231231,20191030,20201231,0,99.4,0.6,9.17,,,"Replacement of IAS with collection system, Renewal or reconstruction of existing collecting system",1.38,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system",C
48957,BG2020,BGAG07079_00,Burgas,Project proposal in assessment procedure,10.46,Cohesion fund,20231231,20201231,20211231,0,99,1,12.3,,,"Replacement of IAS with collection system, Renewal or reconstruction of the collecting system",1.84,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system",C
48957,BG2020,BGAG63427_00,Ruse,Project in progress,16.56,Cohesion fund,20231231,20190815,20191231,0,100,0,19.48,,,"Replacement of IAS with collection system, Renewal or reconstruction of the collecting system, connection to existing UWWTP",2.92,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system, discharge of untreated water",C
48957,BG2020,BGAG10447_00,Veliko Tarnovo,Project to be implemented after development of regional feasibility study,3.3,Cohesion fund,20291231,20241231,20251231,0,99,1,3.88,,,Replacement of IAS with collection system,0.58,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG83510_00,Shumen,Project in progress,1.34,Cohesion fund,20231231,20191231,20191231,0,99.7,0.3,1.59,,,"Replacement of IAS with collection system, Renewal or reconstruction of the collecting system",0.25,Flag Fund/National budget/own funds,Obsolesence of collection system,C
48957,BG2020,BGAG67338_00,Sliven,Project in progress,7.48,Cohesion fund,20231231,20190702,20190702,0,99,0,8.8,,,"Replacement of IAS with collection system, rehalilitation or reconstruction of existing CS",1.32,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system",C
48957,BG2020,BGAG87374_00,Yambol,Project in progress,1.82,Cohesion fund,20231231,20191231,20191231,0,98,2,2.14,,,Renewal or reconstruction of the collecting system,0.32,Flag Fund/National budget/own funds,Obsolesence of collection system,C
48957,BG2020,BGAG77195_00,Haskovo,Project to be implemented after development of regional feasibility study,8.24,Cohesion fund,20291231,20241231,20251231,0,98,2,8.67,,,Replacement of IAS by collection,0.43,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG55871_00,Pernik,Project in progress,8.16,Cohesion fund,20231231,20191231,20191231,0,98,2,9.6,,,"Replacement of IAS with collection system, Renewal or reconstruction of the collecting system, connection to existing UWWTP",1.44,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system, discharge of untreated water",C
48957,BG2020,BGAG35167_00,Kazanlak,Project in progress,0.41,Cohesion fund,20231231,20191231,20191231,0,99.9,0,0.48,,,"Building of collecting system or IAS, Renewal or reconstruction of the collecting system",0.07,Flag Fund/National budget/own funds,Obsolesence of collection system,C
48957,BG2020,BGAG12259_00,Vratsa,Project in progress,0.84,Cohesion fund,20231231,20191231,20191231,0,98,2,0.99,,,Rehalilitation or reconstruction of existing collecting system,0.15,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system",C
48957,BG2020,BGAG40909_00,Kardzhali,Project in progress,4.1,Cohesion fund,20231231,20190702,20190702,0,98,2,4.82,,,"Building of collecting system or IAS, Renewal or reconstruction of the collecting system, connection to exhisting WWTP",0.72,Flag Fund/National budget/own funds,"Need of replacement of IAS with collection system, Obsolesence of collection system, discharge of untreated water",C
48957,BG2020,BGAG10971_00,Vidin,Project in progress,2.25,Cohesion fund,20231231,20191231,20191231,0,99,0,2.65,,,Renewal or reconstruction of the collecting system,0.4,Flag Fund/National budget/own funds,Obsolesence of collection system,C
48957,BG2020,BGAG16359_00,G. Oryahovitsa-Lyaskovec,Project to be implemented after development of regional feasibility study,0.42,Cohesion fund,20291231,20241231,20251231,0,98,2,0.5,,,Replacement of IAS by collection,0.08,Flag Fund/National budget/own funds,Need of replacement of IAS with collecting system,C
48957,BG2020,BGAG68789_00,Dupnitsa,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,5.59,,,"Replacement of IAS with collecting system, connection to exhisting WWTP",5.59,Flag Fund/National budget/own funds,"Need of replacement of IAS with collecting system, discharge of untreated water",C
48957,BG2020,BGAG03366_00,Belene,Project to be implemented after development of regional feasibility study,2.62,Cohesion fund,20291231,20241231,20251231,0,98,2,3.08,,,Replacement of IAS with collection system,0.46,Flag Fund/National budget/own funds,Need of replacement of IAS with collection system,C
48957,BG2020,BGAG73496_00,Tutrakan,Project in progress,3.93,Cohesion fund,20231231,20191231,20191231,0,98,2,4.62,,,Renewal or reconstruction of the collecting system,0.69,Flag Fund/National budget/own funds,Obsolesence of collection system,C
48957,BG2020,BGAG37376_00,Knezha,Project to be implemented after development of regional feasibility study,9.01,Cohesion fund,20291231,20241231,20251231,0,98,2,10.6,,,Replacement of IAS with collecting system,1.59,Flag Fund/National budget/own funds,Need of replacement of IAS with collecting system,C
48957,BG2020,BGAG44327_00,Lukovit,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,20301231,20241231,20250101,0,98,2,7.56,,,Replacement of IAS with collecting system,7.56,Flag Fund/National budget/own funds,Need of replacement of IAS with collecting system,C
