ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,flarepCode,uwwCode,uwwName
49034,**,0,**,13759,20291231,20301231,20271231,20281231,3P,13759,0,3.2,0,,**ES040_3_ES040MED0000000037 - EDAR (tto más riguroso para eliminación de nutrientes) en Argamasilla de Alba (Ciudad Real),0,**,- Incumple DBO y/o DQO- Incumple N o P u Otro tratamiento,NC,ES,ES8130190001010E,ARGAMASILLA DE ALBA
49034,**,0,**,9539,20210417,20220417,20180901,20190521,3P,7500,0,4.24,0,,**ES040_3_ES040MEDBEU0003005_013_01 - EDAR (Tto más riguroso en N y P) en Argamasilla de Calatrava (Ciudad Real),0,**,- Incumple DBO y/o DQO,NC,ES,ES8130200001010E,ARGAMASILLA DE CALATRAVA
49034,,,,39666,20271231,20281230,20180101,20210601,2,11100,,14,0,,**ES124_1_15-004-1-19 - Estación Depuradora de Aguas Residuales (EDAR) de Buen Paso**ES124_1_15-005-1-19 - Colectores de Icod de Los Vinos - La Centinela**ES124_2_14-047-1-19 - Colectores principales de saneamiento y abastecimiento desde la zona de La Candelaria hasta la futura EBAR nº4-Icod Este,0,,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380220130205E,SIN EDAR ICOD DE LOS VINOS
49034,**,0,**,3902,20191001,20201001,20170228,20180301,2,3902,0,2.783,0,,**ES030_2_611_274 - Actuaciones del "Protocolo de colaboración PNCA Castilla y León" en ES030MSPF0707010. NUEVA EDAR  EN PEDRO BERNARDO,0,**,- Incumple DBO y/o DQO,NC,ES,ES7051820001010E,PEDRO BERNARDO
49034,,,,39666,20271231,20281230,20231231,20250101,2,11100,,13,0,,**ES124_1_15-004-1-19 - Estación Depuradora de Aguas Residuales (EDAR) de Buen Paso**ES124_1_15-005-1-19 - Colectores de Icod de Los Vinos - La Centinela,0,,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380220130206E,SIN EDAR LA CENTINELA
49034,,,,93333,20241231,20241231,20180101,20210801,2,69571,,12,0,,**ES124_1_15-014-3-00 - Estaciones de Bombeo de Aguas Residuales y conducciones de impulsión del Noreste.**ES124_2_14-062-3-29 - Red de alcantarillado y EBAR de Mesa del Mar y red de alcantarillado de la Urbanización Prismar. 1ª Fase.**ES124_2_15-112-3-00 - Mejora de la impulsión de Juan Fernández y del tramo final del colector general de Valle de Guerra**ES124_2_14-064-3-30 - Mejora en la red de saneamiento y colectores del municipio de Tegueste,0,,"Aunque la aglomeración es conforme con la directiva, se reportan aquellas medidas previstas para el sistema comarcal al que está asociada.",C,ES,ES5380230130522E,EDAR Comarcal del NorEste
49034,**** Necesiadad de un tratamiento terciario.,,,17143,20211231,20221231,20210101,20210102,3NP,17143,,2,0,,**ES125_2_720.08 - EDAR Los Llanos de Aridane,0,**** Fondos del Estado . MAPAMA,Ausencia de terciario.  Carencia de redes para caudales regenerados.,C,ES,ES5380240005010E,COMARCAL LOS LLANOS_EL PASO
49034,**En redaccion de proyecto y tramitación ambiental,2.2,**,72104,20240912,20250912,20180101,20210901,2,28038,0,22.319,0,,"**ES124_2_14-049-3-27 - Saneamiento de diferentes núcleos de La Matanza de Acentejo** - SISTEMA DE SANEAMIENTO Y DEPURACIÓN DE ACENTEJO (TENERIFE)**ES124_1_15-012-3-00 - Colectores, impulsiones y obras COMs del sistema de saneamiento de Acentejo**ES124_1_15-011-3-26 - Estación Depuradora de Aguas Residuales (EDAR) Comarcal de Acentejo. Fase I",0,**PLAN DSEAR,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380250130416E,SIN EDAR LA MATANZA DE ACENTEJO
49034,**En redaccion de proyecto,0.7,**,232400,20231201,20240710,20190312,20211001,2,199531,0,26.414,0,,**ES124_2_15-052-2-23A - Ampliación de La Estación Depuradora de Aguas Residuales (EDAR) Comarcal del Valle de La Orotava**ES124_1_15-010-23-00 - Colectores del Valle de La Orotava** - SISTEMA DE SANEAMIENTO Y DEPURACIÓN DEL VALLE DE LA OROTAVA (TENERIFE),0,**PLAN DSEAR,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380260130310E,SIN EDAR LA CARIDAD
49034,**En redaccion de proyecto,0.9,**,232400,20231201,20240711,20180101,20210401,2,199531,0,28.717,0,,** - SISTEMA DE SANEAMIENTO Y DEPURACIÓN DEL VALLE DE LA OROTAVA (TENERIFE)**ES124_1_15-010-23-00 - Colectores del Valle de La Orotava**ES124_2_14-050-23-00 - Saneamiento de La Florida Baja e intervenciones en fosas sépticas en La Orotava**ES124_2_15-052-2-23A - Ampliación de La Estación Depuradora de Aguas Residuales (EDAR) Comarcal del Valle de La Orotava,0,**PLAN DSEAR,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380260130311E,SIN EDAR LA FLORIDA
49034,,,,232400,20230711,20240710,20180101,20210101,2,199531,,56,0,,**ES124_2_14-051-2-23 - Adecuación y ampliación del saneamiento en el casco y otros puntos del Puerto de la Cruz**ES124_2_15-052-2-23A - Ampliación de La Estación Depuradora de Aguas Residuales (EDAR) Comarcal del Valle de La Orotava**ES124_1_15-010-23-00 - Colectores del Valle de La Orotava**ES124_2_14-052-2-22 - Saneamiento de la calle Reyes Católicos y otros puntos del municipio de Los Realejos,0,,"Aunque la aglomeración es conforme con la directiva, se reportan aquellas medidas previstas para el sistema comarcal al que está asociada.",C,ES,ES5380280200010E,EDAR Comarcal Valle de La Orotava
49034,**En redacción proyecto,3.1,**,197944,20250123,20250728,20190311,20210601,2,139040,0,87.967,0,,"**ES124_1_15-038-7-10 - Emisario de Las Galletas. Tramo Terrestre (II)**ES124_1_15-036-7-00 - Colectores, impulsiones y obras complemetarias del sistema de saneamiento de Arona Este - San Miguel** - SISTEMA DE SANEAMIENTO Y DEPURACIÓN DE ARONA ESTE-SAN MIGUEL (TENERIFE)**ES124_1_15-033-7-10 - Estación Depuradora de Aguas Residuales (EDAR) de Montaña de Reverón",0,**PLAN DSEAR,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380351131155E,SIN EDAR EN  San Miguel
49034,"**La medida A1 descrita en PH, se esta desarrollando en la actualidad con la previsión que se acabe la instalación durante el año 2020.
Medida A16 - Reparto del presupuesto: 64.000 € en 2017, 300.000 € en 2018, 1.000.000 € en 2019, y 700.000 € en 2020A**La medida A1 descrita en PH, se esta desarrollando en la actualidad con la previsión que se acabe la instalación durante el año 2020.
Medida A16 - Reparto del presupuesto: 64.000 € en 2017, 300.000 € en 2018, 1.000.000 € en 2019, y 700.000 € en 2020A",,,7500,20211231,20221231,20191231,20201231,3other,5850,,2.832,0,,**ES126_1_ES126_1.004 - Tratamiento de los lodos  procedentes de las EDARs y fosas sépticas mediante secado solar**ES126_2_ES126_1.1.020 - Proyecto de ampliación de la EDAR de San Sebastián de La Gomera. Estación de bombeo y emisario submarino.,0,**** Gobierno de Canarias **** Gobierno de Canarias,Necesidades de ampliación y mejora,C,ES,ES5380360016010E,SAN SEBASTIÁN DE LA GOMERA
49034,,,,100000,20271231,20281231,20231231,20240101,2,32992,,77,0,,"**ES124_2_15-061-5-1A - Estación Depuradora de Aguas Residuales (EDAR) de El Chorrillo**ES124_2_15-060-5-00A - Colectores, estaciones de bombeo e impulsiones de la aglomeración urbana de Metropolitano II",0,,"Aunque la aglomeración es conforme con la directiva, se reportan aquellas medidas previstas para el sistema comarcal al que está asociada.",C,ES,ES5380380130723E,ETAR de Acorán
49034,,,,100000,20271231,20281231,20231231,20240101,2,32992,,77,0,,"**ES124_2_15-060-5-00A - Colectores, estaciones de bombeo e impulsiones de la aglomeración urbana de Metropolitano II**ES124_2_15-061-5-1A - Estación Depuradora de Aguas Residuales (EDAR) de El Chorrillo",0,,"Aunque la aglomeración es conforme con la directiva, se reportan aquellas medidas previstas para el sistema comarcal al que está asociada.",C,ES,ES5380380130724E,ETAR de Añaza
49034,**En redaccion de proyecto,0.9,**,232400,20231201,20240710,20190312,20211001,2,199531,0,26.831,0,,**ES124_1_15-010-23-00 - Colectores del Valle de La Orotava**ES124_2_15-052-2-23A - Ampliación de La Estación Depuradora de Aguas Residuales (EDAR) Comarcal del Valle de La Orotava** - SISTEMA DE SANEAMIENTO Y DEPURACIÓN DEL VALLE DE LA OROTAVA (TENERIFE),0,**PLAN DSEAR,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380390130309E,SIN EDAR CUESTA DE LA VILLA
49034,**En redaccion de proyecto y tramitación ambiental,1.2,**,72104,20240912,20250912,20190312,20210901,2,28038,0,18.317,0,,"** - SISTEMA DE SANEAMIENTO Y DEPURACIÓN DE ACENTEJO (TENERIFE)**ES124_1_15-012-3-00 - Colectores, impulsiones y obras COMs del sistema de saneamiento de Acentejo**ES124_1_15-011-3-26 - Estación Depuradora de Aguas Residuales (EDAR) Comarcal de Acentejo. Fase I",0,**PLAN DSEAR,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380390130413E,SIN EDAR EL CALVARIO
49034,**** Proyecto en redacción**En ejecución,2.8,**** FEDER 2014-2020**,6900,20230801,20240801,20170816,20180620,2,6900,0,4.051,0,,**ES030_1_53 - Instalación de dispositivos de menor consumo en abastecimiento urbano**ES030_1_532 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0719010. EDAR en Losar de la Vera,0,**** ** D.G. DEL AGUA** PLAN CRECE,- Incumple DBO y/o DQO,NC,ES,ES11101100001010E,SIN EDAR LOSAR DE LA VERA
49034,**** Actuaciones preparatorias para redacción de proyecto constructivo.  ** Una vez redactado y aprobado proyecto se habrá de revisar el importe indicado de inversión.,0,,14522,20230101,20230901,20150119,20220101,2,14522,,9.195,0,,**ES050_1_Guadalquivir0126 - Agrupación de vertidos y construcción de EDAR VILLANUEVA DEL ARZOBISPO,0,**** Canon de mejora de infraestructuras hidráulicas de depuración de interés de la Comunidad Autónoma,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES1230970003010E,SIN EDAR VILLANUEVA DEL ARZOBISPO
49034,**En redacción proyecto,11.3,**,197944,20250123,20250728,20190311,20210601,2,139040,0,101.592,0,,"**ES124_1_15-033-7-10 - Estación Depuradora de Aguas Residuales (EDAR) de Montaña de Reverón**ES124_2_15-091-7-10A - ETAR Las Galletas 1**ES124_1_15-038-7-10 - Emisario de Las Galletas. Tramo Terrestre (II)**ES124_1_15-036-7-00 - Colectores, impulsiones y obras complemetarias del sistema de saneamiento de Arona Este - San Miguel**ES124_1_15-037-7-10 - Estación de Tratamiento de Aguas Residuales (ETAR) de Las Galletas",0,**PLAN DSEAR,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380060131154E,ETAR Las Galletas
48957,"The deadline will be updated with National investment plan, in fulfillment of the ""unlocking conditions"" according to the Multiannual Financial Framework 2021-2027",,,8816,20291231,20301231,20241231,20251231,2,8816,,3.46,,,construction of WWTP,3.46,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2020,BGCO65365_00_01,Kanalizacia Sapareva banya
49034,**** En FUNCIONAMIENTO**** En FUNCIONAMIENTO**** En FUNCIONAMIENTO,2.3,**** FEDER 2014-2020**** FEDER 2014-2020**** FEDER 2014-2020,2070,20190101,20200101,20161028,20170701,3NP,2070,0,2.9,0,,**ES030_2_544_572 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0920010. Saneamiento y depuración de la Comarca Agraria de Hervás (Cáceres) en Zarza de Granadilla**ES030_2_597 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0928030. Saneamiento y depuración de la Comarca Agraria de Hervás (Cáceres) en Mohedas de Granadilla**ES030_2_540_576 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0903020. Saneamiento y depuración de la Comarca Agraria de Hervás (Cáceres)en Ahigal,0,**** ** D.G. DEL AGUA** PLAN CRECE**** ** D.G. DEL AGUA** PLAN CRECE**** ** D.G. DEL AGUA** PLAN CRECE,- Incumple DBO y/o DQO,NC,ES,ES11101240001010E,MOHEDAS DE GRANADILLA
49034,**** Proyecto en redacción**** Proyecto en redacción,0.7,**** FEDER 2014-2021**** FEDER 2014-2021,2100,20230801,20240801,20210601,20220201,2,2100,0,0.98,0,,**ES030_2_606 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF1036010**ES030_2_606_435 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF1036010. NUEVA EDAR EN NAVEZUELAS,0,**** JUNTA EXTREMADURA**** JUNTA EXTREMADURA,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES11101340001010E,SIN EDAR EN NAVEZUELAS
49034,**** Actuaciones preparatorias para licitación proyecto constructivo.  ** Una vez redactado y aprobado proyecto se habrá de revisar el importe indicado de inversión.,0,,48000,20241230,20250630,20200301,20220630,2,22972,,25,0,,**ES063_12_GB-0237-C - Mejora de la explotación de la EDAR DE CONIL,0,**** Canon de mejora de infraestructuras hidráulicas de depuración de interés de la Comunidad Autónoma,- Incumple DBO y/o DQO,NC,ES,ES1110140003010E,CONIL
49034,**EJECUTADA. Debería informar analitica CA,2.4,**,0,20190714,20200114,20150725,20170906,2,2851,0,3.176,0,,"**ES030_2_544_560 - Actuaciones del ""Convenio PNCA Extremadura"" en ES030MSPF0920010. Saneamiento de la Comarca de Hervás. Abadía, Aldeanueva del Camino, Gargantilla y La Pesga  en Aldeanueva del Camino",0,,- Incumple DBO y/o DQO,NC,ES,ES11101440001010E,LA PESGA
49034,**** Proyecto en redacción**** Proyecto en redacción,0.6,**** FEDER 2014-2022**** FEDER 2014-2022,2200,20230801,20240801,20210601,20220201,2,2200,0,0.83,0,,**ES030_2_584_447 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0803020. NUEVA EDAR EN POZUELO DE ZARZON**ES030_2_584 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0803020,0,**** JUNTA EXTREMADURA**** JUNTA EXTREMADURA,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES11101520001010E,SIN EDAR EN POZUELO DE ZARZON
49034,"**** La Junta de Andalucía no dispone de datos analíticos de 2018 suficientes para evaluar el cumplimiento, por lo que se ha solicitado a la administración local información adicional y de confirmarse el incumplimiento, ésta deberá realizar una adecuad",0,**a determinar por entidad local,90000,20291231,20301231,20271231,20281231,2,40370,,0,0,,**ES063_3_GB-MA01-C - Explotación y mantenimiento EDAR de CHIPIONA,0,**** Otros fondos administración local,- Incumple DBO y/o DQO,NC,ES,ES1110160001010E,CHIPIONA
49034,**En redacción proyecto,0,**,0,20230601,20231201,20220101,20220601,2,2860,0,5,0,,**ES010_2_ALXG0SBET29UR2001 - Remodelación de la EDAR de Maceda. Mejora en la explotación,0,**PLAN DSEAR,- Incumple DBO y/o DQO,NC,ES,ES12320430705010E,MACEDA
49034,,0,**FEDER 2014-2020 y fondos propios**FEDER 2014-2020 y fondos propios**FEDER 2014-2020 y fondos propios**FEDER 2014-2020 y fondos propios**FEDER 2014-2020 y fondos propios**FEDER 2014-2020 y fondos propios,150594,20211231,20221231,20080101,20080102,3NP,150594,0,103.135,0,,**ES014_2_ES014.02.0286.01 - Mejoras de saneamiento y depuración en el sistema de Pontevedra: Redacción del plan de saneamento local.**ES014_12_ES014.02.0034.01 - Explotación Edar de Praceres**ES014_2_ES014.02.0031.08 - Mejoras de saneamiento y depuración en el sistema de Pontevedra: Mejora de la estación de bombeo de Lameira en Marín**ES014_11_ES014.02.0262.01 - Alcantarillado ao igrexario San Tomé - Coto. Marín (Pontevedra)**ES014_2_ES014.02.0218.00 - Mejoras de saneamiento y depuración en el sistema de Pontevedra**ES014_2_ES014.02.0282.01 - Mejoras de saneamiento y depuración en el sistema de Pontevedra: Mejora del colector general y nueva impulsión en Marín,0,,- Incumple DBO y/o DQO- Incumple N o P u Otro tratamiento,NC,ES,ES12360381006010E,PLACERES (PONTEVEDRA)
49034,,0,**FEDER 2014-2020 y fondos propios**FEDER 2014-2020 y fondos propios,9453,20231231,20241231,20041213,20050601,3other,9453,0,7.561,0,,**ES014_12_ES014.02.0123.01 - Explotación de la EDAR de Arcade. Soutomaior**ES014_12_ES014.02.0205.01 - Mejora de los sistemas de saneamiento y depuración en la ría de Vigo - LIC Ensenada de San Simón. Arcade,0,,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES12360530101990E,ARCADE (SOUTOMAIOR)
49034,,0,**FEDER 2014-2020 y fondos propios**FEDER 2014-2020 y fondos propios,2355,20211231,20221231,20061127,20070707,3other,2355,0,2.268,0,,**ES014_2_ES014.02.0207.01 - Mejora de los sistemas de saneamiento y depuración en la ría de Vigo - LIC Ensenada de San Simón. Soutomaior**ES014_12_ES014.02.0123.03 - Explotación EDAR de Comboa. Soutomaior,0,,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES12360530209000E,COMBOA (SOUTOMAIOR)
49034,,0,,3135,20260601,20270601,20220601,20230601,2,3135,0,1,0,,** - Mejora en el saneamiento y depuración de Valga,0,,- Incumple DBO y/o DQO,NC,ES,ES12360560400000E,VALGA
49034,,0,**FEDER 2014-2020 y fondos propios**FEDER 2014-2020 y fondos propios,3622,20220601,20230601,20050808,20050809,3other,3622,0,2.996,0,,**ES014.02.0124.01 - ES014.0124.01 Explotación de la EDAR de Vilaboa**ES014_12_ES014.02.0206.01 - Mejora de los sistemas de saneamiento y depuración en la ría de Vigo - LIC Ensenada de San Simón. Vilaboa,0,,- Sin EDAR o Sin tratamiento secundario,NC,ES,ES12360580500000E,RIOMAIOR (VILABOA)
49034,"**** La administración local debe realizar una adecuada puesta a punto, explotación y mantenimiento de la infraestructura existente.",0,**a determinar por entidad local,2574,20291231,20301231,20271231,20281231,2,2243,,0,0,,**ES050_2_Guadalquivir21194 - Explotación y mantenimiento EDAR de CARCHELEJO,0,**** Otros fondos administración local,- Incumple DBO y/o DQO,NC,ES,ES1239010002010E,CARCHELEJO
49034,"**La EDAR dará servicio a las siguientes aglomeraciones: Cheste (ES10461090001010),Chiva (ES10461110001010), Cheste (Comp. edu.), Cheste ( Circ.Ric.Tormos) y  Pol. Ind. Castilla. **La EDAR dará servicio a las siguientes aglomeraciones: Cheste (ES10461090001010),Chiva (ES10461110001010), Cheste (Comp. edu.), Cheste ( Circ.Ric.Tormos) y  Pol. Ind. Castilla.",,**Programa Operativo de Fondos Europeos de Desarrollo Regional (FEDER) **Programa Operativo de Fondos Europeos de Desarrollo Regional (FEDER),64572,20220630,20220630,20151020,20200701,3NPm,13358,0,75.942,0,,**ES080_2_08M1201 - Tratamiento de regeneración de las aguas residuales en la nueva EDAR de Cheste y Chiva**ES080_12_08M0038 - Actuaciones básicas de depuración en Cheste y Chiva.,0,,- Incumple DBO y/o DQO,NC,ES,ES10461110001010E,CHIVA
49034,**** Proyecto en redacción,1.3,**** FEDER 2014-2023,2700,20230801,20240801,20210601,20220201,2,2700,0,1.71,0,,**ES030_2_552_455 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF1022010. NUEVA EDAR EN SALORINO,0,**** JUNTA EXTREMADURA,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES11101620001010E,SIN EDAR EN SALORINO
49034,**** Obra pendiente de inicio. Proyecto resultante de la adjudicación de proyecto y obra redactado y aprobado.,0,,6743,20201230,20210930,20170123,20190701,2,6743,,2.065,0,,**ES050_1_Guadalquivir0122 - Agrupación de vertidos y construcción de EDAR VILLARGORDO,0,**** Canon de mejora de infraestructuras hidráulicas de depuración de interés de la Comunidad Autónoma,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES1239030003010E,SIN EDAR VILLARGORDO
49034,**Pendiente licitación ejecución obras,3.9,**,93957,20230301,20231122,20180101,20200929,2,62281,0,43.502,0,,**ES124_1_15-043-8-00 - Ámbito Territorial Comarcal de Saneamiento y Depuración del Oeste: Estaciones de Bombeo de Aguas Residuales** - SISTEMA DE SANEAMIENTO Y DEPURACIÓN DEL OESTE DE TENERIFE (TENERIFE)**ES124_1_15-042-8-13 - Estación depuradora de aguas residuales del Oeste (T.M. de Guía de Isora) Estación de tratamiento de aguas residuales (ETAR+EBAR) de Playa de San Juan**ES124_2_14-059-8-14 - Redes de saneamiento de Tamaimo y zona costera de Santiago del Teide**ES124_1_15-044-8-13 - Colectores del Oeste**ES124_2_15-095-8-13A - Estación de bombeo (EBAR) y la estación de tratamiento (ETAR) de Alcalá,0,**PLAN DSEAR,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380400131361E,ETAR de Los Gigantes
49034,,,,232400,20230711,20240710,20190312,20211001,2,199531,,22,0,,**ES124_1_15-003-2-22 - Colectores de gravedad Icod El Alto**ES124_2_15-052-2-23A - Ampliación de La Estación Depuradora de Aguas Residuales (EDAR) Comarcal del Valle de La Orotava,0,,Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES5380310130204E,SIN EDAR ICOD ALTO
49034,**** Proyecto redactado,2.2,**** FEDER 2014-2020,3400,20221001,20231001,20190601,20210201,3NP,3400,0,2.85,0,,**ES030_2_540_458 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0903020. NUEVA EDAR EN SANTIBAÑEZ EL BAJO,0,**** JUNTA EXTREMADURA,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES11101720001010E,SIN EDAR EN SANTIBANEZ EL BAJO
49034,**** Proyecto en redacción,2.2,**** FEDER 2014-2020,3500,20230801,20240801,20190601,20220201,2,3500,0,2.75,0,,**ES030_2_546_193 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF1002020. EDAR SERRADILLA,0,**** JUNTA EXTREMADURA,- Incumple DBO y/o DQO,NC,ES,ES11101750001010E,SERRADILLA
49034,**** En preparación pliegos para redactar un proyecto.  ** Una vez redactado y aprobado proyecto se habrá de cumplimentar el importe indicado de inversión.,0,,3000,20230101,20230701,20200101,20220101,2,3000,,0,0,,**ES063_12_GB-0247-C - Mejora de la explotación de la EDAR en el núcleo de GASTOR (EL),0,**** Canon de mejora de infraestructuras hidráulicas de depuración de interés de la Comunidad Autónoma,- Incumple DBO y/o DQO,NC,ES,ES1110180003010E,GASTOR (EL)
49034,**** Proyecto en redacción,1.7,**** FEDER 2014-2021,2500,20230801,20240801,20210601,20220201,2,2500,0,2.22,0,,**ES030_2_607 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF1037010. NUEVAS EDARs comarca agraria de La Vera EN TORRECILLAS DE LA TIESA,0,**** JUNTA EXTREMADURA,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES11101860001010E,SIN EDAR EN TORRECILLAS DE LA TIESA
49034,**** Proyecto constructivo en redacción. ** Importe a revisar una vez redactado y aprobado el proyecto.,0,,3595,20230630,20231230,20190101,20210630,2,3595,,4.5,0,,**ES063_12_GB-0248-C - EDAR y colectores en el núcleo de GRAZALEMA,0,**** Canon de mejora de infraestructuras hidráulicas de depuración de interés de la Comunidad Autónoma,- Incumple DBO y/o DQO,NC,ES,ES1110190003010E,GRAZALEMA
49034,**** Actuaciones terminadas - Control y seguimiento,0,**** FEDER 2014-2020,16000,20210601,20220601,20201001,20210301,3P,16000,0,0,0,,**ES030_2_705_354 - Actuaciones para contribuir a alcanzar el cumplimiento de los objetivos ambientales de la DMA (incluyendo AAUU < de 2.000 h-e) asociadas a la masa de agua ES030MSPF1039010. NUEVA EDAR en HUERTAS DE MAGDALENA (TRUJILLO),0,,- Incumple DBO y/o DQO- Incumple N o P u Otro tratamiento,NC,ES,ES11101950004010E,TRUJILLO
49034,**** Proyecto en redacción**** Proyecto en redacción,0.8,**** FEDER 2014-2021**** FEDER 2014-2021,2300,20230801,20240801,20210601,20220201,2,2300,0,1.04,0,,**ES030_2_598_472 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF1004020. NUEVA EDAR EN VALDELACASA DE TAJO**ES030_2_598 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF1004020,0,**** JUNTA EXTREMADURA**** JUNTA EXTREMADURA,- Sin EDAR o Sin tratamiento secundario- Incumple DBO y/o DQO,NC,ES,ES11102000001010E,SIN EDAR EN VALDELACASA DE TAJO
49034,"**** Obra en ejecución. ** ** La Junta de Andalucía no dispone de datos analíticos de 2018 suficientes  para evaluar el cumplimiento, por lo que se ha solicitado a la administración local información adicional.",0,,864000,20201231,20210630,20140101,20150101,2,274946,,11.796,0,,**ES063_12_GB-0309-C - Ampliación de la EDAR DE JEREZ DE LA FRONTERA,0,**** Canon de mejora de infraestructuras hidráulicas de depuración de interés de la Comunidad Autónoma,- Incumple DBO y/o DQO,NC,ES,ES1110200014010E,GUADALETE
49034,**** Planificado**** Planificado,0.7,**** FEDER 2014-2020**** FEDER 2014-2020,2100,20230801,20240801,20210601,20220201,2,2100,0,0.9,0,,**ES030_2_584 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0803020**ES030_2_584_478 - Actuaciones del "Convenio PNCA Extremadura" en ES030MSPF0803020. NUEVA EDAR EN VILLA DEL CAMPO,0,**** JUNTA EXTREMADURA**** JUNTA EXTREMADURA,- Incumple DBO y/o DQO,NC,ES,ES11102070001010E,SIN EDAR EN VILLA DEL CAMPO
49034,**Obra pendiente de licitar cuando finalice periodo alarma COVID-19**Obra pendiente de licitar cuando finalice periodo alarma COVID-19**Obra pendiente de licitar cuando finalice periodo alarma COVID-19**Obra pendiente de licitar cuando finalice periodo alarma COVID-19**Obra pendiente de licitar cuando finalice periodo alarma COVID-19**Obra pendiente de licitar cuando finalice periodo alarma COVID-19,,**Programa Operativo de Fondos Europeos de Desarrollo Regional (FEDER) **Programa Operativo de Fondos Europeos de Desarrollo Regional (FEDER) **Programa Operativo de Fondos Europeos de Desarrollo Regional (FEDER) **Programa Operativo de Fondos Europeos de Desarrollo Regional (FEDER) **Programa Operativo de Fondos Europeos de Desarrollo Regional (FEDER) **Programa Operativo de Fondos Europeos de Desarrollo Regional (FEDER),41400,20230114,20230114,20151021,20210115,3NPm,19515,0,20.242,0,,"**ES070_1_10 - Implantación de una red de control de la intrusión marina en el acuífero Andaluciense y Plioceno del Campo de Cartagena.**ES070_1_105 - Implantación de un régimen de caudales medioambientales, incluyendo régimen de caudales mínimos y máximos en las tomas del río Segura aguas abajo de Contraparada.**ES070_1_1054 - EDAR Almoradí. Implantación de tratamiento terciario de regeneración para la reutilización de sus aguas y adecuación al RD 1620/2007.**ES070_1_4 - Elaboración de estudios hidrogeológicos para mejora del conocimiento de relación río-acuífero. Simulación informática del funcionamiento del acuífero El Molar y de la relación con el río Segura, mediante la aplicación de modelos de diferencias finitas.**ES070_1_407 - EDAR Almoradí. Ampliación EDAR.**ES070_1_40 - Realización de estudios hidrogeológicos en la masa de agua de Valdeinfierno, para la evaluación de su recarga, extracciones y relaciones con otras masas de agua subterráneas y superficiales.",0,,- Incumple DBO y/o DQO,NC,ES,ES10030150001010E,ALMORADI
